@relation restaurant#general

@attribute id numeric
@attribute unigram string
@attribute unigram_lemma string
@attribute bigram string
@attribute bigram_lemma string
@attribute pos_bigrams string
@attribute aspecttype {true, false}

@data
7056,'The dosas are skimpy , unattractive and drip with grease , and personally I d drink popcorn topping before I d eat another one of these . ','the dosa be skimpy , unattractive and drip with grease , and personally I would drink popcorn top before I would eat another #crd# of these . ','The_dosas dosas_are are_skimpy skimpy_, ,_unattractive unattractive_and and_drip drip_with with_grease grease_, ,_and and_personally personally_I I_d d_drink drink_popcorn popcorn_topping topping_before before_I I_d d_eat eat_another another_one one_of of_these these_. ','the_dosa dosa_be be_skimpy skimpy_, ,_unattractive unattractive_and and_drip drip_with with_grease grease_, ,_and and_personally personally_I I_would would_drink drink_popcorn popcorn_top top_before before_I I_would would_eat eat_another another_#crd# #crd#_of of_these these_. ','DT_NNS NNS_VBP VBP_JJ JJ_, ,_JJ JJ_CC CC_VBZ VBZ_IN IN_NN NN_, ,_CC CC_RB RB_PRP PRP_MD MD_VB VB_VBN VBN_VBG VBG_IN IN_PRP PRP_MD MD_VB VB_DT DT_CD CD_IN IN_DT DT_. ',false
7068,'The sandwiches are dry , tasteless and way overpriced . ','the sandwich be dry , tasteless and way overprice . ','The_sandwiches sandwiches_are are_dry dry_, ,_tasteless tasteless_and and_way way_overpriced overpriced_. ','the_sandwich sandwich_be be_dry dry_, ,_tasteless tasteless_and and_way way_overprice overprice_. ','DT_NNS NNS_VBP VBP_JJ JJ_, ,_JJ JJ_CC CC_NN NN_VBN VBN_. ',false
7080,'Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too . ','call the place hampton chutney co. do warn you that these folk offer more style than substance , but in this unattractive room with unhelpful clerk there be a dearth of the former too . ','Calling_the the_place place_Hampton Hampton_Chutney Chutney_Co. Co._does does_warn warn_you you_that that_these these_folks folks_offer offer_more more_style style_than than_substance substance_, ,_but but_in in_this this_unattractive unattractive_room room_with with_unhelpful unhelpful_clerks clerks_there there_was was_a a_dearth dearth_of of_the the_former former_too too_. ','call_the the_place place_hampton hampton_chutney chutney_co. co._do do_warn warn_you you_that that_these these_folk folk_offer offer_more more_style style_than than_substance substance_, ,_but but_in in_this this_unattractive unattractive_room room_with with_unhelpful unhelpful_clerk clerk_there there_be be_a a_dearth dearth_of of_the the_former former_too too_. ','VBG_DT DT_NN NN_NNP NNP_NNP NNP_NNP NNP_VBZ VBZ_VB VB_PRP PRP_IN IN_DT DT_NNS NNS_VBP VBP_JJR JJR_NN NN_IN IN_NN NN_, ,_CC CC_IN IN_DT DT_JJ JJ_NN NN_IN IN_JJ JJ_NNS NNS_EX EX_VBD VBD_DT DT_NN NN_IN IN_DT DT_JJ JJ_RB RB_. ',true
7092,'Seriously , this place kicks ass . ','seriously , this place kick ass . ','Seriously_, ,_this this_place place_kicks kicks_ass ass_. ','seriously_, ,_this this_place place_kick kick_ass ass_. ','RB_, ,_DT DT_NN NN_VBZ VBZ_NN NN_. ',true
7104,'The atmosphere is unheralded , the service impecible , and the food magnificant . ','the atmosphere be unheralded , the service impecible , and the food magnificant . ','The_atmosphere atmosphere_is is_unheralded unheralded_, ,_the the_service service_impecible impecible_, ,_and and_the the_food food_magnificant magnificant_. ','the_atmosphere atmosphere_be be_unheralded unheralded_, ,_the the_service service_impecible impecible_, ,_and and_the the_food food_magnificant magnificant_. ','DT_NN NN_VBZ VBZ_JJ JJ_, ,_DT DT_NN NN_NN NN_, ,_CC CC_DT DT_NN NN_NN NN_. ',false
7116,'Best Italian food I ever had ( and being Italian , that means alot ) . ','good italian food I ever have ( and be italian , that mean alot ) . ','Best_Italian Italian_food food_I I_ever ever_had had_( (_and and_being being_Italian Italian_, ,_that that_means means_alot alot_) )_. ','good_italian italian_food food_I I_ever ever_have have_( (_and and_be be_italian italian_, ,_that that_mean mean_alot alot_) )_. ','JJS_JJ JJ_NN NN_PRP PRP_RB RB_VBD VBD_-LRB- -LRB-_CC CC_VBG VBG_JJ JJ_, ,_DT DT_VBZ VBZ_NN NN_-RRB- -RRB-_. ',false
7128,'It is nearly impossible to get a table , so if you ever have the chance to go here for dinner , DO NOT pass it up . ','it be nearly impossible to get a table , so if you ever have the chance to go here for dinner , do not pass it up . ','It_is is_nearly nearly_impossible impossible_to to_get get_a a_table table_, ,_so so_if if_you you_ever ever_have have_the the_chance chance_to to_go go_here here_for for_dinner dinner_, ,_DO DO_NOT NOT_pass pass_it it_up up_. ','it_be be_nearly nearly_impossible impossible_to to_get get_a a_table table_, ,_so so_if if_you you_ever ever_have have_the the_chance chance_to to_go go_here here_for for_dinner dinner_, ,_do do_not not_pass pass_it it_up up_. ','PRP_VBZ VBZ_RB RB_JJ JJ_TO TO_VB VB_DT DT_NN NN_, ,_CC CC_IN IN_PRP PRP_RB RB_VBP VBP_DT DT_NN NN_TO TO_VB VB_RB RB_IN IN_NN NN_, ,_NNP NNP_RB RB_VB VB_PRP PRP_RP RP_. ',true
7140,'This is such a lovely , peaceful place to eat outside . ','this be such a lovely , peaceful place to eat outside . ','This_is is_such such_a a_lovely lovely_, ,_peaceful peaceful_place place_to to_eat eat_outside outside_. ','this_be be_such such_a a_lovely lovely_, ,_peaceful peaceful_place place_to to_eat eat_outside outside_. ','DT_VBZ VBZ_PDT PDT_DT DT_JJ JJ_, ,_JJ JJ_NN NN_TO TO_VB VB_RB RB_. ',false
7152,'The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty . ','the restaurant look out over beautiful green lawn to the hudson river and the statue of liberty . ','The_restaurant restaurant_looks looks_out out_over over_beautiful beautiful_green green_lawns lawns_to to_the the_Hudson Hudson_River River_and and_the the_Statue Statue_of of_Liberty Liberty_. ','the_restaurant restaurant_look look_out out_over over_beautiful beautiful_green green_lawn lawn_to to_the the_hudson hudson_river river_and and_the the_statue statue_of of_liberty liberty_. ','DT_NN NN_VBZ VBZ_RP RP_IN IN_JJ JJ_JJ JJ_NNS NNS_IN IN_DT DT_NNP NNP_NNP NNP_CC CC_DT DT_NNP NNP_IN IN_NNP NNP_. ',false
7164,'It is set far from the small street it s on , and there is no traffic noise . ','it be set far from the small street it s on , and there be no traffic noise . ','It_is is_set set_far far_from from_the the_small small_street street_it it_s s_on on_, ,_and and_there there_is is_no no_traffic traffic_noise noise_. ','it_be be_set set_far far_from from_the the_small small_street street_it it_s s_on on_, ,_and and_there there_be be_no no_traffic traffic_noise noise_. ','PRP_VBZ VBZ_VBN VBN_RB RB_IN IN_DT DT_JJ JJ_NN NN_PRP PRP_VBZ VBZ_IN IN_, ,_CC CC_EX EX_VBZ VBZ_DT DT_NN NN_NN NN_. ',false
7176,'The food is good , especially their more basic dishes , and the drinks are delicious . ','the food be good , especially their more basic dish , and the drink be delicious . ','The_food food_is is_good good_, ,_especially especially_their their_more more_basic basic_dishes dishes_, ,_and and_the the_drinks drinks_are are_delicious delicious_. ','the_food food_be be_good good_, ,_especially especially_their their_more more_basic basic_dish dish_, ,_and and_the the_drink drink_be be_delicious delicious_. ','DT_NN NN_VBZ VBZ_JJ JJ_, ,_RB RB_PRP$ PRP$_RBR RBR_JJ JJ_NNS NNS_, ,_CC CC_DT DT_NNS NNS_VBP VBP_JJ JJ_. ',false
7188,'This is a great place to take out - of - towners , and perfect for watching the sunset . ','this be a great place to take out - of - towner , and perfect for watch the sunset . ','This_is is_a a_great great_place place_to to_take take_out out_- -_of of_- -_towners towners_, ,_and and_perfect perfect_for for_watching watching_the the_sunset sunset_. ','this_be be_a a_great great_place place_to to_take take_out out_- -_of of_- -_towner towner_, ,_and and_perfect perfect_for for_watch watch_the the_sunset sunset_. ','DT_VBZ VBZ_DT DT_JJ JJ_NN NN_TO TO_VB VB_RB RB_HYPH HYPH_IN IN_HYPH HYPH_NNS NNS_, ,_CC CC_JJ JJ_IN IN_VBG VBG_DT DT_NN NN_. ',false
7200,'Great sushi experience . ','great sushi experience . ','Great_sushi sushi_experience experience_. ','great_sushi sushi_experience experience_. ','JJ_JJ JJ_NN NN_. ',false
7212,'Nice value . ','nice value . ','Nice_value value_. ','nice_value value_. ','NNP_NN NN_. ',false
7224,'Unique apppetizers . ','unique apppetizers . ','Unique_apppetizers apppetizers_. ','unique_apppetizers apppetizers_. ','JJ_NNS NNS_. ',false
7236,'Try sushimi cucumber roll . ','try sushimi cucumber roll . ','Try_sushimi sushimi_cucumber cucumber_roll roll_. ','try_sushimi sushimi_cucumber cucumber_roll roll_. ','VB_JJ JJ_NN NN_NN NN_. ',false
7248,'Good spreads , great beverage selections and bagels really tasty . ','good spread , great beverage selection and bagel really tasty . ','Good_spreads spreads_, ,_great great_beverage beverage_selections selections_and and_bagels bagels_really really_tasty tasty_. ','good_spread spread_, ,_great great_beverage beverage_selection selection_and and_bagel bagel_really really_tasty tasty_. ','JJ_NNS NNS_, ,_JJ JJ_NN NN_NNS NNS_CC CC_NNS NNS_RB RB_JJ JJ_. ',false
7260,'THE BIG COMPLAINT : NO TOASTING AVAILABLE . ','the big complaint : no toasting available . ','THE_BIG BIG_COMPLAINT COMPLAINT_: :_NO NO_TOASTING TOASTING_AVAILABLE AVAILABLE_. ','the_big big_complaint complaint_: :_no no_toasting toasting_available available_. ','DT_JJ JJ_NN NN_: :_DT DT_NNP NNP_NNP NNP_. ',false
7272,'Also , do nt plan on asking for your favorite roll , if it s not on the menu , you ca nt have it . ','also , do not plan on ask for your favorite roll , if it s not on the menu , you can not have it . ','Also_, ,_do do_nt nt_plan plan_on on_asking asking_for for_your your_favorite favorite_roll roll_, ,_if if_it it_s s_not not_on on_the the_menu menu_, ,_you you_ca ca_nt nt_have have_it it_. ','also_, ,_do do_not not_plan plan_on on_ask ask_for for_your your_favorite favorite_roll roll_, ,_if if_it it_s s_not not_on on_the the_menu menu_, ,_you you_can can_not not_have have_it it_. ','RB_, ,_VB VB_RB RB_VB VB_IN IN_VBG VBG_IN IN_PRP$ PRP$_JJ JJ_NN NN_, ,_IN IN_PRP PRP_VBZ VBZ_RB RB_IN IN_DT DT_NN NN_, ,_PRP PRP_MD MD_RB RB_VB VB_PRP PRP_. ',false
7284,'Love Pizza 33 . ','love pizza 0 . ','Love_Pizza Pizza_33 33_. ','love_pizza pizza_0 0_. ','NNP_NNP NNP_CD CD_. ',true
7296,'I will be out with friends and all of a sudden I am hungry and I only crave one thing . ','I will be out with friend and all of a sudden I be hungry and I only crave #crd# thing . ','I_will will_be be_out out_with with_friends friends_and and_all all_of of_a a_sudden sudden_I I_am am_hungry hungry_and and_I I_only only_crave crave_one one_thing thing_. ','I_will will_be be_out out_with with_friend friend_and and_all all_of of_a a_sudden sudden_I I_be be_hungry hungry_and and_I I_only only_crave crave_#crd# #crd#_thing thing_. ','PRP_MD MD_VB VB_RP RP_IN IN_NNS NNS_CC CC_DT DT_RB RB_DT DT_JJ JJ_PRP PRP_VBP VBP_JJ JJ_CC CC_PRP PRP_RB RB_VBP VBP_CD CD_NN NN_. ',false
7308,'their Pizza . ','their pizza . ','their_Pizza Pizza_. ','their_pizza pizza_. ','PRP$_NNP NNP_. ',false
7320,'They even scoop it out nice ( for those on a diet ) not too much not to little . ','they even scoop it out nice ( for those on a diet ) not too much not to little . ','They_even even_scoop scoop_it it_out out_nice nice_( (_for for_those those_on on_a a_diet diet_) )_not not_too too_much much_not not_to to_little little_. ','they_even even_scoop scoop_it it_out out_nice nice_( (_for for_those those_on on_a a_diet diet_) )_not not_too too_much much_not not_to to_little little_. ','PRP_RB RB_VBP VBP_PRP PRP_RP RP_JJ JJ_-LRB- -LRB-_IN IN_DT DT_IN IN_DT DT_NN NN_-RRB- -RRB-_RB RB_RB RB_JJ JJ_RB RB_TO TO_VB VB_. ',false
7332,'The cream cheeses are out of this world and I love that coffee !! ','the cream cheese be out of this world and I love that coffee !! ','The_cream cream_cheeses cheeses_are are_out out_of of_this this_world world_and and_I I_love love_that that_coffee coffee_!! ','the_cream cream_cheese cheese_be be_out out_of of_this this_world world_and and_I I_love love_that that_coffee coffee_!! ','DT_NN NN_NNS NNS_VBP VBP_IN IN_IN IN_DT DT_NN NN_CC CC_PRP PRP_VBP VBP_DT DT_NN NN_. ',false
7344,'A little crowded but they move that line really fast ! ','a little crowded but they move that line really fast ! ','A_little little_crowded crowded_but but_they they_move move_that that_line line_really really_fast fast_! ','a_little little_crowded crowded_but but_they they_move move_that that_line line_really really_fast fast_! ','DT_JJ JJ_JJ JJ_CC CC_PRP PRP_VBP VBP_DT DT_NN NN_RB RB_RB RB_. ',false
7356,'A little pricey but it really hits the spot on a Sunday morning ! ','a little pricey but it really hit the spot on a sunday morning ! ','A_little little_pricey pricey_but but_it it_really really_hits hits_the the_spot spot_on on_a a_Sunday Sunday_morning morning_! ','a_little little_pricey pricey_but but_it it_really really_hit hit_the the_spot spot_on on_a a_sunday sunday_morning morning_! ','DT_JJ JJ_JJ JJ_CC CC_PRP PRP_RB RB_VBZ VBZ_DT DT_NN NN_IN IN_DT DT_NNP NNP_NN NN_. ',true
7368,'Bagels are ok , but be sure not to make any special requests ! ','bagel be ok , but be sure not to make any special request ! ','Bagels_are are_ok ok_, ,_but but_be be_sure sure_not not_to to_make make_any any_special special_requests requests_! ','bagel_be be_ok ok_, ,_but but_be be_sure sure_not not_to to_make make_any any_special special_request request_! ','NNS_VBP VBP_UH UH_, ,_CC CC_VB VB_JJ JJ_RB RB_TO TO_VB VB_DT DT_JJ JJ_NNS NNS_. ',false
7380,'I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere ! ','I ask for an open face cheese sandwich and the manager basically tell me to take my business elsewhere ! ','I_asked asked_for for_an an_open open_faced faced_cheese cheese_sandwich sandwich_and and_the the_manager manager_basically basically_told told_me me_to to_take take_my my_business business_elsewhere elsewhere_! ','I_ask ask_for for_an an_open open_face face_cheese cheese_sandwich sandwich_and and_the the_manager manager_basically basically_tell tell_me me_to to_take take_my my_business business_elsewhere elsewhere_! ','PRP_VBD VBD_IN IN_DT DT_JJ JJ_VBN VBN_NN NN_NN NN_CC CC_DT DT_NN NN_RB RB_VBD VBD_PRP PRP_TO TO_VB VB_PRP$ PRP$_NN NN_RB RB_. ',false
7392,'Be sure not to get anything other than bagels !. ','be sure not to get anything other than bagel !. ','Be_sure sure_not not_to to_get get_anything anything_other other_than than_bagels bagels_!. ','be_sure sure_not not_to to_get get_anything anything_other other_than than_bagel bagel_!. ','VB_JJ JJ_RB RB_TO TO_VB VB_NN NN_JJ JJ_IN IN_NNS NNS_. ',false
7404,'the turkey burgers are scary ! ','the turkey burger be scary ! ','the_turkey turkey_burgers burgers_are are_scary scary_! ','the_turkey turkey_burger burger_be be_scary scary_! ','DT_NN NN_NNS NNS_VBP VBP_JJ JJ_. ',false
7416,'The worst excuse for Japanese food I ve ever encountered . ','the bad excuse for japanese food I have ever encounter . ','The_worst worst_excuse excuse_for for_Japanese Japanese_food food_I I_ve ve_ever ever_encountered encountered_. ','the_bad bad_excuse excuse_for for_japanese japanese_food food_I I_have have_ever ever_encounter encounter_. ','DT_JJS JJS_NN NN_IN IN_JJ JJ_NN NN_PRP PRP_VBP VBP_RB RB_VBN VBN_. ',false
7428,'The soup for the udon was soy sauce and water . ','the soup for the udon be soy sauce and water . ','The_soup soup_for for_the the_udon udon_was was_soy soy_sauce sauce_and and_water water_. ','the_soup soup_for for_the the_udon udon_be be_soy soy_sauce sauce_and and_water water_. ','DT_NN NN_IN IN_DT DT_NN NN_VBD VBD_NN NN_NN NN_CC CC_NN NN_. ',false
7440,'The sushi was awful ! ','the sushi be awful ! ','The_sushi sushi_was was_awful awful_! ','the_sushi sushi_be be_awful awful_! ','DT_NN NN_VBD VBD_JJ JJ_. ',false
7452,'The rice was poor quality and was cooked so badly it was hard . ','the rice be poor quality and be cook so badly it be hard . ','The_rice rice_was was_poor poor_quality quality_and and_was was_cooked cooked_so so_badly badly_it it_was was_hard hard_. ','the_rice rice_be be_poor poor_quality quality_and and_be be_cook cook_so so_badly badly_it it_be be_hard hard_. ','DT_NN NN_VBD VBD_JJ JJ_NN NN_CC CC_VBD VBD_VBN VBN_RB RB_RB RB_PRP PRP_VBD VBD_JJ JJ_. ',false
7464,'Furthermore , the rice had no seasoning , so the sushi was bland and disgusting . ','furthermore , the rice have no seasoning , so the sushi be bland and disgusting . ','Furthermore_, ,_the the_rice rice_had had_no no_seasoning seasoning_, ,_so so_the the_sushi sushi_was was_bland bland_and and_disgusting disgusting_. ','furthermore_, ,_the the_rice rice_have have_no no_seasoning seasoning_, ,_so so_the the_sushi sushi_be be_bland bland_and and_disgusting disgusting_. ','RB_, ,_DT DT_NN NN_VBD VBD_DT DT_NN NN_, ,_RB RB_DT DT_NN NN_VBD VBD_JJ JJ_CC CC_JJ JJ_. ',false
7476,'The fish was adequate , but inexpertly sliced . ','the fish be adequate , but inexpertly slice . ','The_fish fish_was was_adequate adequate_, ,_but but_inexpertly inexpertly_sliced sliced_. ','the_fish fish_be be_adequate adequate_, ,_but but_inexpertly inexpertly_slice slice_. ','DT_NN NN_VBD VBD_JJ JJ_, ,_CC CC_RB RB_VBN VBN_. ',false
7488,'It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine . ','it be obvious that no #crd# in the restaurant have any idea about or experience with japanese cuisine . ','It_is is_obvious obvious_that that_no no_one one_in in_the the_restaurant restaurant_has has_any any_idea idea_about about_or or_experience experience_with with_Japanese Japanese_cuisine cuisine_. ','it_be be_obvious obvious_that that_no no_#crd# #crd#_in in_the the_restaurant restaurant_have have_any any_idea idea_about about_or or_experience experience_with with_japanese japanese_cuisine cuisine_. ','PRP_VBZ VBZ_JJ JJ_IN IN_DT DT_NN NN_IN IN_DT DT_NN NN_VBZ VBZ_DT DT_NN NN_IN IN_CC CC_NN NN_IN IN_JJ JJ_NN NN_. ',false
7500,'Good , fast service . ','good , fast service . ','Good_, ,_fast fast_service service_. ','good_, ,_fast fast_service service_. ','JJ_, ,_JJ JJ_NN NN_. ',false
7512,'I would highly recommend . ','I would highly recommend . ','I_would would_highly highly_recommend recommend_. ','I_would would_highly highly_recommend recommend_. ','PRP_MD MD_RB RB_VB VB_. ',true
7524,'Food is great and inexpensive . ','food be great and inexpensive . ','Food_is is_great great_and and_inexpensive inexpensive_. ','food_be be_great great_and and_inexpensive inexpensive_. ','NN_VBZ VBZ_JJ JJ_CC CC_JJ JJ_. ',false
7536,'The location is perfect . ','the location be perfect . ','The_location location_is is_perfect perfect_. ','the_location location_be be_perfect perfect_. ','DT_NN NN_VBZ VBZ_JJ JJ_. ',false
7548,'Give it a try and enjoy . ','give it a try and enjoy . ','Give_it it_a a_try try_and and_enjoy enjoy_. ','give_it it_a a_try try_and and_enjoy enjoy_. ','VB_PRP PRP_DT DT_NN NN_CC CC_VB VB_. ',true
7560,'Well , this place is so Ghetto its not even funny . ','well , this place be so ghetto its not even funny . ','Well_, ,_this this_place place_is is_so so_Ghetto Ghetto_its its_not not_even even_funny funny_. ','well_, ,_this this_place place_be be_so so_ghetto ghetto_its its_not not_even even_funny funny_. ','UH_, ,_DT DT_NN NN_VBZ VBZ_RB RB_NNP NNP_PRP$ PRP$_RB RB_RB RB_JJ JJ_. ',false
7572,'If you like your music blasted and the system is nt that great and if you want to pay at least 100 dollar bottle minimun then you ll love it here . ','if you like your music blast and the system be nt that great and if you want to pay at least 0 dollar bottle minimun then you will love it here . ','If_you you_like like_your your_music music_blasted blasted_and and_the the_system system_is is_nt nt_that that_great great_and and_if if_you you_want want_to to_pay pay_at at_least least_100 100_dollar dollar_bottle bottle_minimun minimun_then then_you you_ll ll_love love_it it_here here_. ','if_you you_like like_your your_music music_blast blast_and and_the the_system system_be be_nt nt_that that_great great_and and_if if_you you_want want_to to_pay pay_at at_least least_0 0_dollar dollar_bottle bottle_minimun minimun_then then_you you_will will_love love_it it_here here_. ','IN_PRP PRP_VBP VBP_PRP$ PRP$_NN NN_VBN VBN_CC CC_DT DT_NN NN_VBZ VBZ_RB RB_RB RB_JJ JJ_CC CC_IN IN_PRP PRP_VBP VBP_TO TO_VB VB_RB RB_RBS RBS_CD CD_NN NN_NN NN_NN NN_RB RB_PRP PRP_MD MD_VB VB_PRP PRP_RB RB_. ',false
7584,'Would NEVER go back there . ','would never go back there . ','Would_NEVER NEVER_go go_back back_there there_. ','would_never never_go go_back back_there there_. ','MD_RB RB_VB VB_RB RB_RB RB_. ',true
7596,'Awsome Pizza especially the Margheritta slice . ','awsome pizza especially the margheritta slice . ','Awsome_Pizza Pizza_especially especially_the the_Margheritta Margheritta_slice slice_. ','awsome_pizza pizza_especially especially_the the_margheritta margheritta_slice slice_. ','NNP_NNP NNP_RB RB_DT DT_NNP NNP_NN NN_. ',false
7608,'Always busy but fast moving . ','always busy but fast move . ','Always_busy busy_but but_fast fast_moving moving_. ','always_busy busy_but but_fast fast_move move_. ','RB_JJ JJ_CC CC_RB RB_VBG VBG_. ',false
7620,'Great atmoshere and worth every bit . ','great atmoshere and worth every bit . ','Great_atmoshere atmoshere_and and_worth worth_every every_bit bit_. ','great_atmoshere atmoshere_and and_worth worth_every every_bit bit_. ','JJ_NN NN_CC CC_JJ JJ_DT DT_NN NN_. ',true
7632,'Open late ( well as late as I ever got there and I m a night person ) ','open late ( well as late as I ever get there and I be a night person ) ','Open_late late_( (_well well_as as_late late_as as_I I_ever ever_got got_there there_and and_I I_m m_a a_night night_person person_) ','open_late late_( (_well well_as as_late late_as as_I I_ever ever_get get_there there_and and_I I_be be_a a_night night_person person_) ','VB_RB RB_-LRB- -LRB-_UH UH_RB RB_RB RB_IN IN_PRP PRP_RB RB_VBD VBD_RB RB_CC CC_PRP PRP_VBP VBP_DT DT_NN NN_NN NN_-RRB- ',false
7644,'Winnie and her staff are the best crew you can find serving you . ','winnie and her staff be the good crew you can find serve you . ','Winnie_and and_her her_staff staff_are are_the the_best best_crew crew_you you_can can_find find_serving serving_you you_. ','winnie_and and_her her_staff staff_be be_the the_good good_crew crew_you you_can can_find find_serve serve_you you_. ','NNP_CC CC_PRP$ PRP$_NN NN_VBP VBP_DT DT_JJS JJS_NN NN_PRP PRP_MD MD_VB VB_VBG VBG_PRP PRP_. ',false
7656,'The food is reliable and the price is moderate . ','the food be reliable and the price be moderate . ','The_food food_is is_reliable reliable_and and_the the_price price_is is_moderate moderate_. ','the_food food_be be_reliable reliable_and and_the the_price price_be be_moderate moderate_. ','DT_NN NN_VBZ VBZ_JJ JJ_CC CC_DT DT_NN NN_VBZ VBZ_JJ JJ_. ',false
7668,'What more can you ask for ? ','what more can you ask for ? ','What_more more_can can_you you_ask ask_for for_? ','what_more more_can can_you you_ask ask_for for_? ','WP_JJR JJR_MD MD_PRP PRP_VB VB_IN IN_. ',true
7680,'For authentic Thai food , look no further than Toons . ','for authentic thai food , look no far than toon . ','For_authentic authentic_Thai Thai_food food_, ,_look look_no no_further further_than than_Toons Toons_. ','for_authentic authentic_thai thai_food food_, ,_look look_no no_far far_than than_toon toon_. ','IN_JJ JJ_NNP NNP_NN NN_, ,_VB VB_DT DT_RBR RBR_IN IN_NNS NNS_. ',false
7692,'Everything about this restaurant was special . ','everything about this restaurant be special . ','Everything_about about_this this_restaurant restaurant_was was_special special_. ','everything_about about_this this_restaurant restaurant_be be_special special_. ','NN_IN IN_DT DT_NN NN_VBD VBD_JJ JJ_. ',true
7704,'The service was attentive , yet discreet . ','the service be attentive , yet discreet . ','The_service service_was was_attentive attentive_, ,_yet yet_discreet discreet_. ','the_service service_be be_attentive attentive_, ,_yet yet_discreet discreet_. ','DT_NN NN_VBD VBD_JJ JJ_, ,_RB RB_JJ JJ_. ',false
7716,'The flavors robust and subtle . ','the flavor robust and subtle . ','The_flavors flavors_robust robust_and and_subtle subtle_. ','the_flavor flavor_robust robust_and and_subtle subtle_. ','DT_NNS NNS_JJ JJ_CC CC_JJ JJ_. ',false
7728,'The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal . ','the brioche and lolly as party favor be a cute and sweet touch to a most memorable meal . ','The_brioche brioche_and and_lollies lollies_as as_party party_favors favors_is is_a a_cute cute_and and_sweet sweet_touch touch_to to_a a_most most_memorable memorable_meal meal_. ','the_brioche brioche_and and_lolly lolly_as as_party party_favor favor_be be_a a_cute cute_and and_sweet sweet_touch touch_to to_a a_most most_memorable memorable_meal meal_. ','DT_NN NN_CC CC_NNS NNS_IN IN_NN NN_VBZ VBZ_VBZ VBZ_DT DT_JJ JJ_CC CC_JJ JJ_NN NN_IN IN_DT DT_RBS RBS_JJ JJ_NN NN_. ',false
7740,'I m saving up for my next visit . ','I be save up for my next visit . ','I_m m_saving saving_up up_for for_my my_next next_visit visit_. ','I_be be_save save_up up_for for_my my_next next_visit visit_. ','PRP_VBP VBP_VBG VBG_RP RP_IN IN_PRP$ PRP$_JJ JJ_NN NN_. ',true
7752,'I did not try the caviar but I tried their salmon and crab salad ( they are all good ) ','I do not try the caviar but I try their salmon and crab salad ( they be all good ) ','I_did did_not not_try try_the the_caviar caviar_but but_I I_tried tried_their their_salmon salmon_and and_crab crab_salad salad_( (_they they_are are_all all_good good_) ','I_do do_not not_try try_the the_caviar caviar_but but_I I_try try_their their_salmon salmon_and and_crab crab_salad salad_( (_they they_be be_all all_good good_) ','PRP_VBD VBD_RB RB_VB VB_DT DT_NN NN_CC CC_PRP PRP_VBD VBD_PRP$ PRP$_NN NN_CC CC_NN NN_NN NN_-LRB- -LRB-_PRP PRP_VBP VBP_RB RB_JJ JJ_-RRB- ',false
7764,'It is definitely a good spot for snacks and chat . ','it be definitely a good spot for snack and chat . ','It_is is_definitely definitely_a a_good good_spot spot_for for_snacks snacks_and and_chat chat_. ','it_be be_definitely definitely_a a_good good_spot spot_for for_snack snack_and and_chat chat_. ','PRP_VBZ VBZ_RB RB_DT DT_JJ JJ_NN NN_IN IN_NNS NNS_CC CC_VB VB_. ',true
7776,'As a retired hipster , I can say with some degree of certainty that for the last year Lucky Strike has been the best laid - back late night in the city . ','as a retired hipster , I can say with some degree of certainty that for the last year lucky strike have be the well lay - back late night in the city . ','As_a a_retired retired_hipster hipster_, ,_I I_can can_say say_with with_some some_degree degree_of of_certainty certainty_that that_for for_the the_last last_year year_Lucky Lucky_Strike Strike_has has_been been_the the_best best_laid laid_- -_back back_late late_night night_in in_the the_city city_. ','as_a a_retired retired_hipster hipster_, ,_I I_can can_say say_with with_some some_degree degree_of of_certainty certainty_that that_for for_the the_last last_year year_lucky lucky_strike strike_have have_be be_the the_well well_lay lay_- -_back back_late late_night night_in in_the the_city city_. ','IN_DT DT_JJ JJ_NN NN_, ,_PRP PRP_MD MD_VB VB_IN IN_DT DT_NN NN_IN IN_NN NN_IN IN_IN IN_DT DT_JJ JJ_NN NN_NNP NNP_NNP NNP_VBZ VBZ_VBN VBN_DT DT_RBS RBS_VBN VBN_HYPH HYPH_RP RP_JJ JJ_NN NN_IN IN_DT DT_NN NN_. ',true
