@relation valence

@attribute id numeric
@attribute wordA string
@attribute dependency_type string
@attribute lexicons_min numeric
@attribute lexicons_avg numeric
@attribute lexicons_max numeric
@attribute context_negation numeric
@attribute context_lexicon_avg numeric
@attribute sentence_length numeric
@attribute aspecttype {positive, negative}

@data
2469,spa,Ausstattung,0,0,0,0,0,39,positive
2470,room,Komfort,0,0,0,0,0,23,negative
2471,spa,Ausstattung,0,0,0,0,0,15,positive
2472,breakfast,Preis-Leistungs-Verhltnis,0,0,0,0,0,57,negative
2473,meal,OTHER,0,0,0,0,0,57,negative
2474,mattress,Komfort,0,0,0,0,0,64,negative
2475,pillow,Komfort,0,0,0,0,0,64,negative
2476,place,Lage,0,0,0,1,0,95,positive
2477,transportation,Lage,0,0,0,1,0,95,positive
2478,onsen,Ausstattung,0,0,0,0,0,56,positive
2479,room,Komfort,0,0,0,0,0,57,negative
2480,location,Lage,0,0,0,0,0,29,positive
2481,subway,Lage,0,0,0,0,0,29,positive
2482,water,Komfort,0,0,0,1,0,25,negative
2483,hotel,Sauberkeit,0,0,0,0,0,34,positive
2484,room,Komfort,0,0,0,0,0,28,negative
2485,stay,OTHER,0,0,0,1,0,63,positive
2486,bed,Komfort,0,0,0,0,0,63,positive
2487,metro,Lage,0,0,0,1,0,27,positive
2488,room,Komfort,0,0,0,0,0,27,positive
2489,room,Sauberkeit,0,0,0,0,0,27,positive
2490,bed,Komfort,0,0,0,0,0,22,positive
2491,value,Preis-Leistungs-Verhltnis,0,0,0,0,0,12,positive
2492,location,Lage,0,0,0,0,0,18,positive
2493,onsen,Ausstattung,0,0,0,0,0,15,positive
2494,bed,Komfort,0,0,0,0,0,19,positive
2495,ac,Komfort,0,0,0,1,0,38,negative
2496,proofing,Komfort,0,0,0,0,0,23,negative
2497,station,Lage,0,0,0,0,0,79,positive
2498,onsen,Ausstattung,0,0,0,0,0,40,positive
2499,staff,Hotelpersonal,0,0,0,0,0,18,positive
2500,hospitality,Hotelpersonal,0,0,0,1,0,95,positive
2501,touch,OTHER,0,0,0,0,0,95,positive
2502,bed,Komfort,0,0,0,0,0,21,positive
2503,pillow,Komfort,0,0,0,0,0,29,negative
2504,pillow,Komfort,0,0,0,0,0,29,negative
2505,room,Komfort,0,0,0,0,0,211,negative
2506,breakfast,OTHER,0,0,0,0,0,211,positive
2507,breakfast,OTHER,0,0,0,0,0,211,positive
2508,room,Komfort,0,0,0,0,0,98,negative
2509,staff,Hotelpersonal,0,0,0,1,0,98,positive
2510,stay,OTHER,0,0,0,0,0,31,positive
2511,expectation,OTHER,0,0,0,0,0,28,positive
2512,location,Lage,0,0,0,1,0,27,positive
2513,check,OTHER,0,0,0,0,0,81,positive
2514,spa,Ausstattung,0,0,0,0,0,33,positive
2515,spa,Ausstattung,0,0,0,0,0,33,positive
2516,money,Preis-Leistungs-Verhltnis,0,0,0,0,0,82,negative
2517,station,Lage,0,0,0,0,0,21,positive
2518,hotel,Ausstattung,0,0,0,1,0,39,positive
2519,staff,Hotelpersonal,0,0,0,0,0,98,positive
2520,staff,Hotelpersonal,0,0,0,0,0,98,positive
2521,onsen,Ausstattung,0,0,0,1,0,98,positive
2522,location,Lage,0,0,0,1,0,98,positive
2523,wait,OTHER,0,0,0,0,0,126,negative
2524,room,Komfort,0,0,0,0,0,126,negative
2525,stay,OTHER,0,0,0,0,0,37,positive
2526,staff,Hotelpersonal,0,0,0,0,0,27,positive
2527,cleaner,Hotelpersonal,0,0,0,0,0,40,positive
2528,stay,OTHER,0,0,0,1,0,15,positive
2529,travel,OTHER,0,0,0,0,0,39,negative
2530,room,Komfort,0,0,0,0,0,97,positive
2531,amenity,Komfort,0,0,0,0,0,97,positive
2532,towel,Sauberkeit,0,0,0,0,0,45,positive
2533,metro,Lage,0,0,0,0,0,28,positive
2534,lady,Hotelpersonal,0,0,0,0,0,85,negative
2535,lady,Hotelpersonal,0,0,0,0,0,85,negative
2536,location,Lage,0,0,0,1,0,42,positive
2537,suroundings,Lage,0,0,0,1,0,42,positive
2538,location,Lage,0,0,0,0,0,37,positive
2539,location,Lage,0,0,0,0,0,37,positive
2540,hotel,Ausstattung,0,0,0,0,0,28,positive
2541,station,Lage,0,0,0,0,0,40,positive
2542,staff,Hotelpersonal,0,0,0,1,0,71,negative
2543,hotel,Ausstattung,0,0,0,0,0,30,positive
2544,subway,Lage,0,0,0,0,0,30,positive
2545,facility,Ausstattung,0,0,0,1,0,28,negative
2546,room,Sauberkeit,0,0,0,0,0,70,positive
2547,location,Lage,0,0,0,0,0,70,positive
2548,subway,Lage,0,0,0,0,0,70,positive
2549,onsen,Ausstattung,0,0,0,0,0,19,positive
2550,hotel,Ausstattung,0,0,0,0,0,45,positive
2551,hotel,Ausstattung,0,0,0,0,0,45,positive
2552,room,Komfort,0,0,0,0,0,113,negative
2553,breakfast,Preis-Leistungs-Verhltnis,0,0,0,0,0,105,negative
2554,choice,OTHER,0,0,0,0,0,105,negative
2555,facility,Ausstattung,0,0,0,1,0,121,negative
2556,wifi,WLAN,0,0,0,0,0,54,negative
2557,staff,Hotelpersonal,0,0,0,0,0,42,positive
2558,room,Komfort,0,0,0,0,0,42,positive
2559,equip,Ausstattung,0,0,0,0,0,42,positive
2560,station,Lage,0,0,0,0,0,118,positive
2561,space,Komfort,0,0,0,1,0,57,negative
2562,room,Komfort,0,0,0,0,0,32,positive
2563,price,Preis-Leistungs-Verhltnis,0,0,0,0,0,32,positive
2564,staff,Hotelpersonal,0,0,0,0,0,29,positive
2565,bad,OTHER,0,0,0,1,0,20,positive
2566,hotel,Ausstattung,0,0,0,0,0,13,positive
2567,localization,Lage,0,0,0,0,0,33,positive
2568,infrastructure,Lage,0,0,0,0,0,78,positive
2569,time,OTHER,0,0,0,0,0,78,positive
2570,staff,Hotelpersonal,0,0,0,0,0,100,positive
2571,payment,OTHER,0,0,0,1,0,100,positive
2572,reception,Hotelpersonal,0,0,0,0,0,34,positive
2573,reception,Hotelpersonal,0,0,0,0,0,34,positive
2574,statio,Lage,0,0,0,0,0,25,positive
2575,stay,OTHER,0,0,0,0,0,21,positive
2576,staff,Hotelpersonal,0,0,0,1,0,53,positive
2577,staff,Hotelpersonal,0,0,0,1,0,53,positive
2578,locate,Lage,0,0,0,0,0,74,positive
2579,location,Lage,0,0,0,1,0,73,positive
2580,room,Komfort,0,0,0,0,0,24,negative
2581,space,Komfort,0,0,0,0,0,45,negative
2582,pillow,Komfort,0,0,0,0,0,43,negative
2583,hotel,Ausstattung,0,0,0,1,0,27,positive
2584,environment,Komfort,0,0,0,1,0,54,positive
2585,environment,Komfort,0,0,0,1,0,54,positive
2586,wifi,WLAN,0,0,0,0,0,18,negative
2587,bed,Komfort,0,0,0,0,0,76,negative
2588,room,Komfort,0,0,0,0,0,80,negative
2589,location,Lage,0,0,0,0,0,15,positive
2590,bath,Ausstattung,0,0,0,0,0,16,positive
2591,room,Komfort,0,0,0,0,0,12,negative
2592,location,Lage,0,0,0,0,0,62,positive
2593,room,Komfort,0,0,0,0,0,20,negative
2594,staff,Hotelpersonal,0,0,0,0,0,19,positive
2595,onsen,Ausstattung,0,0,0,0,0,79,positive
2596,room,Komfort,0,0,0,0,0,17,negative
2597,wardrobe,Komfort,0,0,0,1,0,13,negative
2598,window,Komfort,0,0,0,0,0,20,negative
2599,bar,Ausstattung,0,0,0,1,0,17,negative
2600,entrance,OTHER,0,0,0,1,0,57,negative
2601,staff,Hotelpersonal,0,0,0,0,0,49,positive
2602,staff,Hotelpersonal,0,0,0,0,0,49,positive
2603,staff,Hotelpersonal,0,0,0,0,0,49,positive
2604,bath,Ausstattung,0,0,0,0,0,54,positive
2605,hotel,Sauberkeit,0,0,0,0,0,30,positive
2606,hotel,Sauberkeit,0,0,0,0,0,30,positive
2607,neighborhood,Lage,0,0,0,0,0,57,positive
2608,neighborhood,Lage,0,0,0,0,0,57,positive
2609,location,Lage,0,0,0,0,0,57,positive
2610,location,Lage,0,0,0,1,0,45,positive
2611,station,Lage,0,0,0,0,0,45,positive
2612,staff,Hotelpersonal,0,0,0,0,0,24,positive
2613,room,Komfort,0,0,0,0,0,46,negative
2614,pillow,Komfort,0,0,0,0,0,23,negative
2615,bed,Komfort,0,0,0,0,0,78,negative
2616,location,Lage,0,0,0,0,0,82,positive
2617,room,Sauberkeit,0,0,0,0,0,82,positive
2618,room,Sauberkeit,0,0,0,0,0,82,positive
2619,room,Komfort,0,0,0,0,0,82,negative
2620,deal,Preis-Leistungs-Verhltnis,0,0,0,0,0,53,positive
2621,location,Lage,0,0,0,1,0,72,positive
2622,store,Lage,0,0,0,1,0,28,positive
2623,room,Sauberkeit,0,0,0,0,0,28,positive
2624,room,Komfort,0,0,0,0,0,28,negative
2625,location,Lage,0,0,0,1,0,45,positive
2626,bathroom,Komfort,0,0,0,0,0,54,negative
2627,room,Komfort,0,0,0,0,0,53,negative
2628,place,Lage,0,0,0,1,0,53,negative
2629,air,Komfort,0,0,0,1,0,21,negative
2630,stay,Komfort,0,0,0,0,0,19,positive
2631,location,Lage,0,0,0,1,0,23,positive
2632,room,Komfort,0,0,0,0,0,34,negative
2633,pillow,Komfort,0,0,0,0,0,27,positive
2634,station,Lage,0,0,0,0,0,67,positive
2635,room,Sauberkeit,0,0,0,0,0,67,positive
2636,facility,Ausstattung,0,0,0,0,0,67,positive
2637,room,Komfort,0,0,0,1,0,52,negative
2638,subway,Lage,0,0,0,0,0,44,positive
2639,hotel,Lage,0,0,0,0,0,134,positive
2640,room,Komfort,0,0,0,0,0,93,negative
2641,onsen,Komfort,0,0,0,0,0,93,negative
2642,location,Lage,0,0,0,0,0,56,positive
2643,room,Komfort,0,0,0,1,0,56,negative
2644,staff,Hotelpersonal,0,0,0,1,0,38,positive
2645,pillow,Komfort,0,0,0,0,0,102,negative
2646,room,Komfort,0,0,0,1,0,102,negative
2647,room,Komfort,0,0,0,0,0,23,positive
2648,room,Komfort,0,0,0,0,0,23,positive
2649,staff,Hotelpersonal,0,0,0,0,0,20,positive
2650,location,Lage,0,0,0,0,0,32,positive
2651,neighborhood,Lage,0,0,0,0,0,32,positive
2652,room,Komfort,0,0,0,0,0,97,negative
2653,window,Komfort,0,0,0,1,0,97,negative
2654,air,Komfort,0,0,0,0,0,97,negative
2655,air,Komfort,0,0,0,0,0,97,negative
2656,airconditioning,Komfort,0,0,0,0,0,86,negative
2657,airconditioning,Komfort,0,0,0,0,0,86,negative
2658,room,Komfort,0,0,0,0,0,86,negative
2659,pillow,Komfort,0,0,0,0,0,56,negative
2660,pillow,Komfort,0,0,0,0,0,56,negative
2661,location,Lage,0,0,0,0,0,30,positive
2662,room,Komfort,0,0,0,0,0,111,negative
2663,receptionist,Hotelpersonal,0,0,0,1,0,71,negative
2664,choice,OTHER,0,0,0,0,0,37,positive
2665,room,Sauberkeit,0,0,0,0,0,67,positive
2666,room,Komfort,0,0,0,0,0,67,positive
2667,bed,Komfort,0,0,0,0,0,67,positive
2668,spa,Ausstattung,0,0,0,0,0,67,positive
2669,staff,Hotelpersonal,0,0,0,1,0,69,negative
2670,location,Lage,0,0,0,0,0,53,positive
2671,facility,Ausstattung,0,0,0,0,0,53,negative
2672,location,Lage,0,0,0,0,0,16,positive
2673,spa,Ausstattung,0,0,0,0,0,20,positive
2674,room,Komfort,0,0,0,0,0,16,negative
2675,location,Lage,0,0,0,0,0,113,positive
2676,room,Komfort,0,0,0,0,0,100,negative
2677,amenity,Komfort,0,0,0,1,0,100,positive
2678,bath,Ausstattung,0,0,0,0,0,92,positive
2679,laundry,Ausstattung,0,0,0,0,0,92,positive
2680,find,Lage,0,0,0,0,0,92,positive
2681,place,Ausstattung,0,0,0,0,0,92,positive
2682,microfridge,Komfort,0,0,0,0,0,178,positive
2683,tea,Komfort,0,0,0,1,0,178,positive
2684,coffee,Komfort,0,0,0,1,0,178,positive
2685,room,Komfort,0,0,0,0,0,94,negative
2686,design,Komfort,0,0,0,1,0,94,positive
2687,drink,Komfort,0,0,0,0,0,123,negative
2688,eat,Komfort,0,0,0,0,0,123,negative
2689,bed,Komfort,0,0,0,0,0,184,negative
2690,room,Komfort,0,0,0,0,0,111,negative
2691,rack,Komfort,0,0,0,1,0,66,negative
2692,microwave,Komfort,0,0,0,0,0,116,negative
2693,size,RatingOfAspect,0,0,0,0,0,116,negative
2694,station,Lage,0,0,0,0,0,62,positive
2695,room,Komfort,0,0,0,0,0,49,positive
2696,room,Komfort,0,0,0,0,0,49,negative
2697,value,Preis-Leistungs-Verhltnis,0,0,0,0,0,22,positive
2698,pillow,Komfort,0,0,0,0,0,80,positive
2699,mattress,Komfort,0,0,0,0,0,80,positive
2700,room,Komfort,0,0,0,0,0,84,negative
2701,check,OTHER,0,0,0,0,0,37,positive
2702,entrance,Ausstattung,0,0,0,1,0,37,positive
2703,equipped,Komfort,0,0,0,0,0,38,positive
2704,amenity,Komfort,0,0,0,0,0,84,positive
2705,pillow,Komfort,0,0,0,0,0,117,negative
2706,window,Komfort,0,0,0,1,0,117,negative
2707,stay,OTHER,0,0,0,0,0,18,positive
2708,hotel,Ausstattung,0,0,0,0,0,79,positive
2709,room,Komfort,0,0,0,0,0,79,negative
2710,room,Komfort,0,0,0,0,0,79,positive
2711,bathroom,Komfort,0,0,0,0,0,79,negative
2712,bathroom,Komfort,0,0,0,0,0,79,positive
2713,staff,Hotelpersonal,0,0,0,0,0,143,negative
2714,staff,Hotelpersonal,0,0,0,0,0,143,positive
2715,they,Hotelpersonal,0,0,0,0,0,143,positive
2716,they,Hotelpersonal,0,0,0,0,0,143,positive
2717,cafe,Lage,0,0,0,0,0,82,positive
2718,bath,Ausstattung,0,0,0,0,0,82,positive
2719,window,Komfort,0,0,0,0,0,63,negative
2720,stay,OTHER,0,0,0,0,0,101,positive
2721,hotel,Ausstattung,0,0,0,0,0,174,positive
2722,staff,Hotelpersonal,0,0,0,0,0,174,positive
2723,time,OTHER,0,0,0,0,0,179,positive
2724,station,Lage,0,0,0,0,0,58,positive
2725,neighbourhood,Lage,0,0,0,0,0,52,positive
2726,room,Komfort,0,0,0,0,0,83,negative
2727,price,Preis-Leistungs-Verhltnis,0,0,0,0,0,83,positive
2728,location,Lage,0,0,0,0,0,94,positive
2729,sight,Lage,0,0,0,0,0,94,positive
2730,access,Lage,0,0,0,0,0,94,positive
2731,restaurant,Lage,0,0,0,1,0,48,positive
2732,room,Komfort,0,0,0,0,0,42,negative
2733,room,Komfort,0,0,0,1,0,42,negative
2734,pillow,Komfort,0,0,0,0,0,25,negative
2735,pillow,Komfort,0,0,0,0,0,25,negative
2736,situate,Ausstattung,0,0,0,0,0,69,positive
2737,location,Lage,0,0,0,1,0,194,positive
2738,station,Lage,0,0,0,0,0,194,positive
2739,connection,Lage,0,0,0,0,0,194,positive
2740,value,Preis-Leistungs-Verhltnis,0,0,0,0,0,22,positive
2741,room,Komfort,0,0,0,0,0,51,positive
2742,station,Lage,0,0,0,1,0,158,positive
2743,room,Komfort,0,0,0,0,0,158,positive
2744,room,Sauberkeit,0,0,0,0,0,158,positive
2745,cafe,Lage,0,0,0,0,0,158,positive
2746,staff,Hotelpersonal,0,0,0,1,0,158,positive
2747,room,Komfort,0,0,0,0,0,158,positive
2748,pillow,Komfort,0,0,0,0,0,153,negative
2749,robe,Sauberkeit,0,0,0,0,0,153,positive
2750,room,Sauberkeit,0,0,0,0,0,153,positive
2751,room,Komfort,0,0,0,0,0,153,positive
2752,bed,Komfort,0,0,0,0,0,153,positive
2753,site,Ausstattung,0,0,0,1,0,26,negative
2754,staff,Hotelpersonal,0,0,0,0,0,120,positive
2755,room,Komfort,0,0,0,0,0,33,positive
2756,price,Preis-Leistungs-Verhltnis,0,0,0,0,0,104,positive
2757,bathroom,Komfort,0,0,0,0,0,99,positive
2758,check,OTHER,0,0,0,0,0,50,positive
2759,check,OTHER,0,0,0,0,0,50,positive
2760,english,Hotelpersonal,0,0,0,1,0,38,negative
2761,breakfast,OTHER,0,0,0,0,0,29,negative
2762,portion,OTHER,0,0,0,0,0,114,negative
2763,hotel,Komfort,0,0,0,0,0,33,negative
2764,price,Preis-Leistungs-Verhltnis,0,0,0,0,0,104,negative
2765,bathroom,Komfort,0,0,0,0,0,99,negative
2766,check,OTHER,0,0,0,0,0,50,negative
2767,check,OTHER,0,0,0,0,0,50,negative
2768,english,Hotelpersonal,0,0,0,1,0,38,negative
2769,breakfast,OTHER,0,0,0,0,0,29,negative
2770,portion,OTHER,0,0,0,0,0,114,negative
2771,station,Lage,0,0,0,0,0,29,positive
2772,hotel,Ausstattung,0,0,0,0,0,37,positive
2773,hotel,Ausstattung,0,0,0,0,0,37,positive
2774,room,Komfort,0,0,0,0,0,52,negative
2775,staff,Hotelpersonal,0,0,0,0,0,24,positive
2776,staff,Hotelpersonal,0,0,0,0,0,78,positive
2777,bath,Ausstattung,0,0,0,0,0,47,positive
2778,room,Komfort,0,0,0,0,0,53,positive
2779,window,Sauberkeit,0,0,0,1,0,99,negative
2780,window,Sauberkeit,0,0,0,1,0,99,negative
2781,speak,RatingOfAspect,0,0,0,1,0,64,negative
2782,locate,Lage,0,0,0,0,0,62,positive
2783,staff,Hotelpersonal,0,0,0,0,0,100,positive
2784,staff,Hotelpersonal,0,0,0,0,0,100,positive
2785,location,Lage,0,0,0,0,0,100,positive
2786,shopping,Lage,0,0,0,0,0,100,positive
2787,eatery,Lage,0,0,0,0,0,100,positive
2788,station,Lage,0,0,0,0,0,100,positive
2789,room,Komfort,0,0,0,0,0,89,negative
2790,everything,OTHER,0,0,0,0,0,89,positive
2791,pillow,Komfort,0,0,0,0,0,58,negative
2792,location,Lage,0,0,0,1,0,21,positive
2793,room,Komfort,0,0,0,0,0,12,negative
2794,location,Lage,0,0,0,0,0,54,positive
2795,station,Lage,0,0,0,0,0,54,positive
2796,room,Sauberkeit,0,0,0,0,0,24,positive
2797,room,Komfort,0,0,0,0,0,42,negative
2798,money,Preis-Leistungs-Verhltnis,0,0,0,0,0,71,positive
2799,wash,Komfort,0,0,0,0,0,101,negative
2800,location,Lage,0,0,0,0,0,15,positive
2801,room,Komfort,0,0,0,0,0,17,negative
2802,hotel,Ausstattung,0,0,0,0,0,45,positive
2803,location,Lage,0,0,0,0,0,39,positive
2804,restaurant,Lage,0,0,0,1,0,38,positive
2805,staff,Hotelpersonal,0,0,0,0,0,92,positive
2806,staff,Hotelpersonal,0,0,0,0,0,92,positive
2807,checkin,OTHER,0,0,0,0,0,92,positive
2808,checkin,OTHER,0,0,0,0,0,92,positive
2809,room,Komfort,0,0,0,0,0,76,positive
2810,room,Sauberkeit,0,0,0,0,0,76,positive
2811,space,Komfort,0,0,0,0,0,73,positive
2812,pillow,Komfort,0,0,0,0,0,107,negative
2813,pillow,Komfort,0,0,0,0,0,107,negative
2814,pillow,Komfort,0,0,0,0,0,52,negative
2815,smell,Komfort,0,0,0,1,0,126,positive
2816,pillow,Komfort,0,0,0,0,0,105,positive
2817,spa,Ausstattung,0,0,0,0,0,104,positive
2818,location,Lage,0,0,0,0,0,104,positive
2819,subway,Lage,0,0,0,0,0,104,positive
2820,neighbourhood,Lage,0,0,0,0,0,104,positive
2821,staff,Hotelpersonal,0,0,0,0,0,24,positive
2822,room,Komfort,0,0,0,0,0,166,negative
2823,price,Preis-Leistungs-Verhltnis,0,0,0,0,0,166,positive
2824,pillow,Komfort,0,0,0,0,0,87,negative
2825,pillow,Komfort,0,0,0,0,0,87,positive
2826,hotel,Ausstattung,0,0,0,0,0,40,positive
2827,check,OTHER,0,0,0,0,0,54,positive
2828,washroom,Sauberkeit,0,0,0,0,0,116,negative
2829,location,Lage,0,0,0,0,0,16,positive
2830,onsen,Ausstattung,0,0,0,0,0,20,positive
2831,staff,Hotelpersonal,0,0,0,0,0,51,positive
2832,check,OTHER,0,0,0,0,0,47,positive
2833,check,OTHER,0,0,0,0,0,47,positive
2834,location,Lage,0,0,0,0,0,118,positive
2835,station,Lage,0,0,0,0,0,118,positive
2836,room,Komfort,0,0,0,0,0,106,negative
2837,checkin,Komfort,0,0,0,1,0,16,negative
2838,stay,OTHER,0,0,0,0,0,72,positive
2839,hotel,Ausstattung,0,0,0,0,0,77,positive
2840,bath,Ausstattung,0,0,0,0,0,77,positive
2841,room,Komfort,0,0,0,0,0,105,negative
2842,room,Komfort,0,0,0,0,0,105,negative
2843,room,Komfort,0,0,0,0,0,61,positive
2844,onsen,Ausstattung,0,0,0,0,0,45,positive
2845,crowded,OTHER,0,0,0,0,0,39,positive
2846,bed,Komfort,0,0,0,0,0,21,positive
2847,bakery,Lage,0,0,0,0,0,76,positive
2848,room,Komfort,0,0,0,0,0,42,negative
2849,trip,Lage,0,0,0,0,0,93,negative
2850,station,Lage,0,0,0,0,0,35,negative
2851,money,Preis-Leistungs-Verhltnis,0,0,0,0,0,23,positive
2852,hotel,Ausstattung,0,0,0,0,0,176,positive
2853,hotel,Ausstattung,0,0,0,0,0,176,positive
2854,bed,Komfort,0,0,0,0,0,176,positive
2855,facility,Ausstattung,0,0,0,0,0,176,positive
2856,location,Lage,0,0,0,0,0,176,positive
2857,view,Lage,0,0,0,0,0,121,positive
2858,they,Hotelpersonal,0,0,0,1,0,121,positive
2859,room,Komfort,0,0,0,0,0,23,negative
2860,hotel,Ausstattung,0,0,0,0,0,10,positive
2861,location,Lage,0,0,0,0,0,83,positive
2862,room,Komfort,0,0,0,0,0,83,negative
2863,lounge,Ausstattung,0,0,0,1,0,83,negative
2864,room,Komfort,0,0,0,0,0,133,negative
2865,bathroom,Hotelpersonal,0,0,0,1,0,133,negative
2866,wi,WLAN,0,0,0,0,0,133,negative
2867,window,Komfort,0,0,0,1,0,133,negative
2868,location,Lage,0,0,0,0,0,20,positive
2869,room,Komfort,0,0,0,0,0,21,negative
2870,price,Preis-Leistungs-Verhltnis,0,0,0,0,0,16,positive
2871,staff,Hotelpersonal,0,0,0,0,0,95,positive
2872,spa,Ausstattung,0,0,0,0,0,57,positive
2873,smoking,Sauberkeit,0,0,0,0,0,90,negative
2874,staff,Hotelpersonal,0,0,0,1,0,24,positive
2875,subway,Lage,0,0,0,0,0,37,positive
2876,room,Komfort,0,0,0,0,0,85,negative
2877,bathroom,Komfort,0,0,0,0,0,85,negative
2878,spring,Ausstattung,0,0,0,1,0,62,negative
2879,stay,OTHER,0,0,0,0,0,34,positive
2880,location,Lage,0,0,0,0,0,34,positive
2881,time,OTHER,0,0,0,1,0,207,positive
2882,view,Lage,0,0,0,0,0,117,positive
2883,bed,Komfort,0,0,0,0,0,117,positive
2884,room,Sauberkeit,0,0,0,0,0,117,positive
2885,desk,Hotelpersonal,0,0,0,1,0,161,positive
2886,staff,Hotelpersonal,0,0,0,0,0,161,positive
2887,staff,Hotelpersonal,0,0,0,0,0,161,positive
2888,room,Komfort,0,0,0,0,0,53,negative
2889,privacy,Komfort,0,0,0,0,0,199,negative
2890,service,OTHER,0,0,0,0,0,113,positive
2891,hotel,Ausstattung,0,0,0,0,0,144,positive
2892,location,Lage,0,0,0,0,0,144,positive
2893,station,Lage,0,0,0,0,0,144,positive
2894,onsen,Ausstattung,0,0,0,0,0,121,positive
2895,location,Lage,0,0,0,1,0,37,positive
2896,onsen,Ausstattung,0,0,0,0,0,37,positive
2897,onsen,Ausstattung,0,0,0,0,0,86,positive
2898,metro,Lage,0,0,0,0,0,86,positive
2899,restaurant,Lage,0,0,0,1,0,62,positive
2900,restaurant,Lage,0,0,0,1,0,62,positive
2901,pillow,Komfort,0,0,0,0,0,48,negative
2902,hotel,Ausstattung,0,0,0,0,0,73,positive
2903,hotel,Sauberkeit,0,0,0,0,0,73,positive
2904,hotel,Ausstattung,0,0,0,0,0,73,positive
2905,hotel,Ausstattung,0,0,0,0,0,73,positive
2906,station,Lage,0,0,0,0,0,186,negative
2907,room,Komfort,0,0,0,0,0,93,negative
2908,room,Komfort,0,0,0,0,0,29,positive
2909,room,Komfort,0,0,0,0,0,48,negative
2910,room,Komfort,0,0,0,0,0,48,negative
2911,onsen,Ausstattung,0,0,0,0,0,48,positive
2912,breakfast,OTHER,0,0,0,0,0,48,negative
2913,check,OTHER,0,0,0,0,0,54,positive
2914,staff,Hotelpersonal,0,0,0,0,0,54,positive
2915,station,Lage,0,0,0,0,0,99,positive
2916,sight,Lage,0,0,0,0,0,99,negative
2917,onsen,Komfort,0,0,0,0,0,91,positive
2918,onsen,Komfort,0,0,0,0,0,91,negative
2919,room,Komfort,0,0,0,0,0,45,negative
2920,bed,Komfort,0,0,0,0,0,75,negative
2921,breakfast,OTHER,0,0,0,0,0,123,negative
2922,tea,OTHER,0,0,0,1,0,104,negative
2923,tea,OTHER,0,0,0,1,0,104,negative
2924,subway,Lage,0,0,0,0,0,25,positive
2925,location,Lage,0,0,0,0,0,39,positive
2926,station,Lage,0,0,0,0,0,39,positive
2927,room,Komfort,0,0,0,0,0,24,positive
2928,room,Komfort,0,0,0,0,0,44,negative
2929,breakfast,OTHER,0,0,0,0,0,161,negative
2930,location,Lage,0,0,0,0,0,80,positive
2931,subway,Lage,0,0,0,0,0,80,positive
2932,room,Komfort,0,0,0,0,0,101,negative
2933,room,Sauberkeit,0,0,0,0,0,101,positive
2934,amenity,Komfort,0,0,0,0,0,101,positive
2935,breakfast,OTHER,0,0,0,0,0,76,negative
2936,money,Preis-Leistungs-Verhltnis,0,0,0,1,0,76,negative
2937,price,Preis-Leistungs-Verhltnis,0,0,0,0,0,131,positive
2938,locate,Lage,0,0,0,0,0,131,positive
2939,service,Ausstattung,0,0,0,0,0,131,positive
2940,room,Komfort,0,0,0,0,0,77,positive
2941,room,Komfort,0,0,0,0,0,77,positive
2942,room,Komfort,0,0,0,0,0,94,negative
2943,staff,Hotelpersonal,0,0,0,1,0,94,negative
2944,room,Komfort,0,0,0,1,0,60,negative
2945,room,Sauberkeit,0,0,0,1,0,60,positive
2946,room,Komfort,0,0,0,1,0,60,positive
2947,location,Lage,0,0,0,1,0,60,positive
2948,room,Komfort,0,0,0,0,0,36,positive
2949,spring,Ausstattung,0,0,0,0,0,40,positive
2950,room,Sauberkeit,0,0,0,0,0,15,negative
2951,room,Komfort,0,0,0,0,0,49,negative
2952,area,Ausstattung,0,0,0,1,0,56,negative
2953,room,Komfort,0,0,0,0,0,56,negative
2954,elevator,OTHER,0,0,0,0,0,48,negative
2955,subway,Lage,0,0,0,0,0,48,positive
2956,room,Komfort,0,0,0,0,0,73,positive
2957,room,Komfort,0,0,0,0,0,73,negative
2958,station,Lage,0,0,0,0,0,84,positive
2959,location,Lage,0,0,0,0,0,23,positive
2960,station,Lage,0,0,0,0,0,108,positive
2961,check,OTHER,0,0,0,0,0,55,positive
2962,check,OTHER,0,0,0,0,0,55,positive
2963,check,OTHER,0,0,0,0,0,55,positive
2964,wifi,WLAN,0,0,0,1,0,23,negative
2965,room,Komfort,0,0,0,0,0,52,negative
2966,bed,Komfort,0,0,0,0,0,52,negative
2967,bed,Komfort,0,0,0,0,0,39,negative
2968,bed,Komfort,0,0,0,0,0,39,negative
2969,pillow,Komfort,0,0,0,0,0,37,negative
2970,location,Lage,0,0,0,0,0,45,positive
2971,staff,Hotelpersonal,0,0,0,0,0,45,positive
2972,subway,Lage,0,0,0,0,0,78,positive
2973,room,Komfort,0,0,0,0,0,123,negative
2974,restroom,Komfort,0,0,0,0,0,123,negative
2975,room,Komfort,0,0,0,0,0,15,negative
2976,bed,Komfort,0,0,0,0,0,39,positive
2977,price,Preis-Leistungs-Verhltnis,0,0,0,0,0,39,positive
2978,location,Lage,0,0,0,0,0,39,positive
2979,bed,Komfort,0,0,0,0,0,40,positive
2980,bed,Komfort,0,0,0,0,0,40,positive
2981,shower,Komfort,0,0,0,0,0,69,positive
2982,pressure,Komfort,0,0,0,1,0,69,positive
