@relation valence

@attribute id numeric
@attribute aspectlabel string
@attribute unigrams string
@attribute polarity {positive, negative, neutral}

@data
983,FOOD#QUALITY,'I LOVE their Thai ',positive
984,FOOD#QUALITY,'noodles with shrimp and chicken and coconut juice is the MUST ',positive
985,FOOD#QUALITY,'During the course of the past 3 months, the chef and staff changed and it was not for the better ',negative
986,SERVICE#GENERAL,'During the course of the past 3 months, the chef and staff changed and it was not for the better ',negative
987,RESTAURANT#GENERAL,'I wish they would change back to what it was before ',negative
988,FOOD#QUALITY,'The food now is inconsistent ',negative
989,RESTAURANT#MISCELLANEOUS,'This is the kind of place youd like to take all your friends to and still keep a secret ',positive
990,AMBIENCE#GENERAL,'The setting is casual and romantic ',positive
991,RESTAURANT#PRICES,'Prices are very good ',positive
992,FOOD#QUALITY,'The food is excellent ',positive
993,FOOD#QUALITY,'if youre daring, try the balsamic vinegar over icecream, its wonderful ',positive
994,FOOD#QUALITY,'Do not get the Go Go Hamburgers, no matter what the reviews say ',negative
995,FOOD#QUALITY,'They were such a rip-off ($8 95 for four small meat patties in steamed buns) and not worth trying ',negative
996,FOOD#STYLE_OPTIONS,'They were such a rip-off ($8 95 for four small meat patties in steamed buns) and not worth trying ',negative
997,FOOD#PRICES,'They were such a rip-off ($8 95 for four small meat patties in steamed buns) and not worth trying ',negative
998,FOOD#PRICES,'The rest of the dim sum, though pricey by Chinatown standards, is worth it ',negative
999,FOOD#QUALITY,'The rest of the dim sum, though pricey by Chinatown standards, is worth it ',positive
1000,FOOD#QUALITY,'Steamed fresh so brought hot hot hot to your table ',positive
1001,SERVICE#GENERAL,'The wait here is long for dim sum, but if you dont like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative ',negative
1002,AMBIENCE#GENERAL,'The wait here is long for dim sum, but if you dont like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative ',negative
1003,RESTAURANT#MISCELLANEOUS,'The wait here is long for dim sum, but if you dont like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative ',negative
1004,FOOD#QUALITY,'A few tips: skip the turnip cake, roast pork buns and egg custards ',negative
1005,FOOD#QUALITY,'A few tips: skip the turnip cake, roast pork buns and egg custards ',negative
1006,FOOD#QUALITY,'A few tips: skip the turnip cake, roast pork buns and egg custards ',negative
1007,FOOD#PRICES,'These are overpriced and you can get better just around the corner: ',negative
1008,FOOD#QUALITY,'These are overpriced and you can get better just around the corner: ',negative
1009,FOOD#QUALITY,'I choose to go with one of the special, the braised lamb shank in red wine, which was excellent ',positive
1010,SERVICE#GENERAL,'The service was friendly and the atmosphere was casual ',positive
1011,AMBIENCE#GENERAL,'The service was friendly and the atmosphere was casual ',neutral
1012,FOOD#QUALITY,'The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal ',positive
1013,AMBIENCE#GENERAL,'The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal ',neutral
1014,AMBIENCE#GENERAL,'this little place has a cute interior decor and affordable city prices ',positive
1015,RESTAURANT#PRICES,'this little place has a cute interior decor and affordable city prices ',positive
1016,FOOD#QUALITY,'the pad se ew chicken was delicious, however the pad thai was far too oily ',positive
1017,FOOD#QUALITY,'the pad se ew chicken was delicious, however the pad thai was far too oily ',negative
1018,RESTAURANT#GENERAL,'Never fails to please ',positive
1019,FOOD#QUALITY,'delicious bagels, especially when right out of the oven ',positive
1020,FOOD#QUALITY,'Spreads and toppings are great - though a bit pricey ',positive
1021,FOOD#QUALITY,'Spreads and toppings are great - though a bit pricey ',positive
1022,FOOD#PRICES,'Spreads and toppings are great - though a bit pricey ',negative
1023,FOOD#PRICES,'Spreads and toppings are great - though a bit pricey ',negative
1024,SERVICE#GENERAL,'Service is fast and friendly ',positive
1025,SERVICE#GENERAL,'Only drawback - they wont toast your bagel, and they dont make eggs for the bagel ',negative
1026,SERVICE#GENERAL,'But that is highly forgivable ',positive
1027,RESTAURANT#GENERAL,'Been there, done that, and New York, its not that big a deal ',neutral
1028,FOOD#QUALITY,'The food is decent at best, and the ambience, well, its a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying ',negative
1029,AMBIENCE#GENERAL,'The food is decent at best, and the ambience, well, its a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying ',negative
1030,RESTAURANT#MISCELLANEOUS,'If celebrities make you sweat, then your in for a ride, but if your like most around these parts then youll just yawn and wonder whats with all the hype ',negative
1031,RESTAURANT#GENERAL,'Rao is a good restaurant, but its nothing special ',neutral
1032,FOOD#QUALITY,'Great food, great prices, great service ',positive
1033,RESTAURANT#PRICES,'Great food, great prices, great service ',positive
1034,SERVICE#GENERAL,'Great food, great prices, great service ',positive
1035,FOOD#QUALITY,'If you are looking for a good quality, cheap eats - this is the place ',positive
1036,FOOD#PRICES,'If you are looking for a good quality, cheap eats - this is the place ',positive
1037,FOOD#QUALITY,'its a perfect place to have a amanzing indian food ',positive
1038,FOOD#STYLE_OPTIONS,'I really loved the different and inovated touch thats the cheff gives to the food ',positive
1039,AMBIENCE#GENERAL,'also its great to have dinner in a very romantic and confortable place, the service its just perfect theyre so frendly that we never want to live the place ',positive
1040,SERVICE#GENERAL,'also its great to have dinner in a very romantic and confortable place, the service its just perfect theyre so frendly that we never want to live the place ',positive
1041,SERVICE#GENERAL,'The waiter was attentive ',positive
1042,AMBIENCE#GENERAL,'The place itself is beautiful the bar scene seems to be happening ',positive
1043,AMBIENCE#GENERAL,'The place itself is beautiful the bar scene seems to be happening ',positive
1044,FOOD#QUALITY,'Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion try the potato stuff kanish best one ',neutral
1045,SERVICE#GENERAL,'Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion try the potato stuff kanish best one ',negative
1046,FOOD#QUALITY,'Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion try the potato stuff kanish best one ',positive
1047,FOOD#QUALITY,'Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good ',negative
1048,FOOD#QUALITY,'Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good ',positive
1049,FOOD#STYLE_OPTIONS,'Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good ',negative
1050,FOOD#QUALITY,'Dessert is a joke dont bother ',negative
1051,SERVICE#GENERAL,'Volare virgins or weekly regulars, everyone gets treated the same and you cant ask for more than that when the service is this friendly ',positive
1052,AMBIENCE#GENERAL,'The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine ',positive
1053,FOOD#STYLE_OPTIONS,'The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine ',positive
1054,FOOD#STYLE_OPTIONS,'The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine ',positive
1055,FOOD#QUALITY,'The anti-pasta was excellent, especially the calamari, as were the filling pasta mains ',positive
1056,FOOD#QUALITY,'The anti-pasta was excellent, especially the calamari, as were the filling pasta mains ',positive
1057,FOOD#QUALITY,'The anti-pasta was excellent, especially the calamari, as were the filling pasta mains ',positive
1058,FOOD#STYLE_OPTIONS,'The anti-pasta was excellent, especially the calamari, as were the filling pasta mains ',positive
1059,DRINKS#STYLE_OPTIONS,'The wine list is extensive and can easily hike up an otherwise reasonably priced meal ',positive
1060,FOOD#PRICES,'The wine list is extensive and can easily hike up an otherwise reasonably priced meal ',positive
1061,RESTAURANT#PRICES,'Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house ',neutral
1062,DRINKS#STYLE_OPTIONS,'Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house ',positive
1063,RESTAURANT#GENERAL,'Fantastic place ',positive
1064,AMBIENCE#GENERAL,'Cute and decorative ',positive
1065,RESTAURANT#GENERAL,'A pleasant surprise ',positive
1066,AMBIENCE#GENERAL,'Go there to relax and feel like your somewhere else ',positive
1067,RESTAURANT#GENERAL,'Lucky Strike is a great casual place to just grab a bite to eat ',positive
1068,RESTAURANT#MISCELLANEOUS,'This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks ',positive
1069,DRINKS#QUALITY,'(Always ask the bartender for the SEASONAL beer ',positive
1070,DRINKS#QUALITY,'Guaranteed to be a tasty experience ) ',positive
1071,FOOD#QUALITY,'The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality) ',positive
1072,FOOD#STYLE_OPTIONS,'The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality) ',positive
1073,FOOD#PRICES,'The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality) ',positive
1074,RESTAURANT#MISCELLANEOUS,'Excellent spot for holiday get togethers with co-workers or friends that you havent seen in a while ',positive
1075,RESTAURANT#GENERAL,'I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED ',positive
1076,RESTAURANT#MISCELLANEOUS,'All the people that I bring there go back on their own and bring THEIR friends ',positive
1077,RESTAURANT#GENERAL,'Go there once and oh yes you will go back you will ',positive
1078,RESTAURANT#GENERAL,'What a great place ',positive
1079,AMBIENCE#GENERAL,'Not the typical NYC gimmick theme restaurant ',positive
1080,AMBIENCE#GENERAL,'A cool bar with great food, and tons of excellent beer ',positive
1081,FOOD#QUALITY,'A cool bar with great food, and tons of excellent beer ',positive
1082,DRINKS#QUALITY,'A cool bar with great food, and tons of excellent beer ',positive
1083,DRINKS#STYLE_OPTIONS,'A cool bar with great food, and tons of excellent beer ',positive
1084,SERVICE#GENERAL,'And even with its Pub atmosphere they were great to my kids too ',positive
1085,RESTAURANT#GENERAL,'Loved it ',positive
1086,RESTAURANT#PRICES,'It is expensive but well worth the money ',negative
1087,RESTAURANT#GENERAL,'It is expensive but well worth the money ',positive
1088,RESTAURANT#GENERAL,'If you venture off the island of Manhattan and cant seem to find a great Italian restaurant, drive to Corona ',positive
1089,FOOD#QUALITY,'The only thing more wonderful than the food (which is exceptional) is the service ',positive
1090,SERVICE#GENERAL,'The only thing more wonderful than the food (which is exceptional) is the service ',positive
1091,SERVICE#GENERAL,'The only thing the waiters dont do for you is wipe your chin when you leave ',positive
1092,RESTAURANT#MISCELLANEOUS,'Wonderful at holiday time ',positive
1093,AMBIENCE#GENERAL,'Cozy romantic atomosphere with only around 15 tables at most ',positive
1094,SERVICE#GENERAL,'Service was very prompt but slightly rushed ',positive
1095,SERVICE#GENERAL,'Service was very prompt but slightly rushed ',negative
1096,FOOD#QUALITY,'Food was very good, but not what I would consider out of this world ',neutral
1097,AMBIENCE#GENERAL,'Go here for a romantic dinner but not for an all out wow dining experience ',positive
1098,RESTAURANT#MISCELLANEOUS,'Go here for a romantic dinner but not for an all out wow dining experience ',negative
1099,RESTAURANT#MISCELLANEOUS,'My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian ',positive
1100,FOOD#QUALITY,'Too bad the food wasnt of the same heritage ',negative
1101,FOOD#QUALITY,'The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle ',negative
1102,FOOD#QUALITY,'The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle ',negative
1103,FOOD#QUALITY,'A real dissapointment ',negative
1104,FOOD#QUALITY,'But that wasnt the icing on the cake: a tiramisu that resembled nothing I have ever had ',negative
1105,FOOD#QUALITY,'They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies ',negative
1106,RESTAURANT#PRICES,'Priced at upper intermediate range ',negative
1107,RESTAURANT#GENERAL,'I really liked this place ',positive
1108,FOOD#QUALITY,'Everything I had was good, and Im a eater ',positive
1109,RESTAURANT#PRICES,'It was pretty inexpensive too ',positive
1110,FOOD#QUALITY,'This place has the best Chinese style BBQ ribs in the city ',positive
1111,FOOD#STYLE_OPTIONS,'This place has the best Chinese style BBQ ribs in the city ',positive
1112,FOOD#QUALITY,'I also recommend the rice dishes or the different varieties of congee (rice porridge) ',positive
1113,FOOD#QUALITY,'I also recommend the rice dishes or the different varieties of congee (rice porridge) ',positive
1114,RESTAURANT#MISCELLANEOUS,'Its great to go for a quick lunch either alone or with a friend ',positive
1115,RESTAURANT#MISCELLANEOUS,'Its definately not a place to go if you want to impress someone ',negative
1116,FOOD#QUALITY,'However, if you want great food at a great price and dont mind the decor, you cant beat this place ',positive
1117,AMBIENCE#GENERAL,'However, if you want great food at a great price and dont mind the decor, you cant beat this place ',neutral
1118,FOOD#PRICES,'However, if you want great food at a great price and dont mind the decor, you cant beat this place ',positive
1119,SERVICE#GENERAL,'Quick and friendly service ',positive
1120,RESTAURANT#GENERAL,'This is one of the best comfort food places in the city ',positive
1121,RESTAURANT#GENERAL,'Its somewhere you can eat and be happy ',positive
1122,FOOD#QUALITY,'The food is wonderful, tasty and filling, and the service is professional and friendly ',positive
1123,FOOD#STYLE_OPTIONS,'The food is wonderful, tasty and filling, and the service is professional and friendly ',positive
1124,SERVICE#GENERAL,'The food is wonderful, tasty and filling, and the service is professional and friendly ',positive
1125,AMBIENCE#GENERAL,'I cant wait for summer, when they serve outside on their gigantic patio ',positive
1126,AMBIENCE#GENERAL,'Warm and friendly in the winter and terrific outdoor seating in the warmer months ',positive
1127,AMBIENCE#GENERAL,'Warm and friendly in the winter and terrific outdoor seating in the warmer months ',positive
1128,FOOD#QUALITY,'The food is great and they have a good selecion of wines at reasonable prices ',positive
1129,DRINKS#STYLE_OPTIONS,'The food is great and they have a good selecion of wines at reasonable prices ',positive
1130,DRINKS#PRICES,'The food is great and they have a good selecion of wines at reasonable prices ',positive
1131,RESTAURANT#GENERAL,'Have been several times and it never dissapoints ',positive
1132,FOOD#QUALITY,'We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone ',negative
1133,FOOD#STYLE_OPTIONS,'We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone ',negative
1134,RESTAURANT#GENERAL,'Probably would not go again ',negative
1135,FOOD#QUALITY,'ive been to sapphire twice and both times the food was fine, if not good ',positive
1136,FOOD#QUALITY,'stick with the chicken, beef, and lamb dishes ',positive
1137,FOOD#QUALITY,'stick with the chicken, beef, and lamb dishes ',positive
1138,FOOD#QUALITY,'stick with the chicken, beef, and lamb dishes ',positive
1139,SERVICE#GENERAL,'service is friendly, and never had a problem walking in and getting a table ',positive
1140,RESTAURANT#MISCELLANEOUS,'service is friendly, and never had a problem walking in and getting a table ',positive
1141,FOOD#QUALITY,'The food was not fresh, the sauces were bland and very oily ',negative
1142,FOOD#QUALITY,'The food was not fresh, the sauces were bland and very oily ',negative
1143,FOOD#QUALITY,'It just wasnt Thai ',negative
1144,DRINKS#STYLE_OPTIONS,'Not enough wines by the glass either ',negative
1145,SERVICE#GENERAL,'Service, however, was excellent and I liked the setting/atmosphere a lot ',positive
1146,AMBIENCE#GENERAL,'Service, however, was excellent and I liked the setting/atmosphere a lot ',positive
1147,FOOD#QUALITY,'Food was just average if they lowered the prices just a bit, it would be a bigger draw ',neutral
1148,FOOD#PRICES,'Food was just average if they lowered the prices just a bit, it would be a bigger draw ',negative
1149,RESTAURANT#PRICES,'This place is a great bargain ',positive
1150,FOOD#QUALITY,'Authentic Pakistani food ',positive
1151,SERVICE#GENERAL,'People are always friendly ',positive
1152,AMBIENCE#GENERAL,'Dont waste money on decor ',neutral
1153,FOOD#QUALITY,'Just straight up cheap, good food ',positive
1154,FOOD#PRICES,'Just straight up cheap, good food ',positive
1155,RESTAURANT#GENERAL,'Faan is sooo good ',positive
1156,FOOD#QUALITY,'The best pad thai ive ever had ',positive
1157,AMBIENCE#GENERAL,'The design and atmosphere is just as good ',positive
1158,AMBIENCE#GENERAL,'The design and atmosphere is just as good ',positive
1159,DRINKS#PRICES,'bottles of wine are cheap and good ',positive
1160,DRINKS#QUALITY,'bottles of wine are cheap and good ',positive
1161,RESTAURANT#GENERAL,'What more could you want ',positive
1162,FOOD#QUALITY,'The food was actually aweful ',negative
1163,FOOD#QUALITY,'Im not picky - but it was actually gross ',negative
1164,FOOD#QUALITY,'The mussles were the fishiest things Ive ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it  It was disgusting ',negative
1165,FOOD#QUALITY,'The mussles were the fishiest things Ive ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it  It was disgusting ',negative
1166,FOOD#QUALITY,'The mussles were the fishiest things Ive ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it  It was disgusting ',negative
1167,FOOD#QUALITY,'The mussles were the fishiest things Ive ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it  It was disgusting ',negative
1168,FOOD#QUALITY,'The mussles were the fishiest things Ive ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it  It was disgusting ',negative
1169,FOOD#QUALITY,'The mussles were the fishiest things Ive ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it  It was disgusting ',negative
1170,FOOD#QUALITY,'The mussles were the fishiest things Ive ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it  It was disgusting ',negative
1171,FOOD#QUALITY,'The mussles were the fishiest things Ive ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it  It was disgusting ',negative
1172,FOOD#QUALITY,'The mussles were the fishiest things Ive ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it  It was disgusting ',negative
1173,FOOD#QUALITY,'The mussles were the fishiest things Ive ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it  It was disgusting ',negative
1174,AMBIENCE#GENERAL,'Nice atmosphere, the service was very pleasant and the desert was good ',positive
1175,SERVICE#GENERAL,'Nice atmosphere, the service was very pleasant and the desert was good ',positive
1176,FOOD#QUALITY,'Nice atmosphere, the service was very pleasant and the desert was good ',positive
1177,RESTAURANT#GENERAL,'Wouldnt recomend it for dinner ',negative
1178,RESTAURANT#MISCELLANEOUS,'This is the perfect date spot for Williamsburg couples ',positive
1179,AMBIENCE#GENERAL,'The jukebox plays everything from Italian Opera to The Strokes ',positive
1180,FOOD#QUALITY,'The food is amazing, rich pastas and fresh doughy pizza ',positive
1181,FOOD#STYLE_OPTIONS,'The food is amazing, rich pastas and fresh doughy pizza ',positive
1182,FOOD#QUALITY,'The food is amazing, rich pastas and fresh doughy pizza ',positive
1183,AMBIENCE#GENERAL,'Best of all is the warm vibe, the owner is super friendly and service is fast ',positive
1184,SERVICE#GENERAL,'Best of all is the warm vibe, the owner is super friendly and service is fast ',positive
1185,SERVICE#GENERAL,'Best of all is the warm vibe, the owner is super friendly and service is fast ',positive
1186,RESTAURANT#MISCELLANEOUS,'If only they delivered, theyd make a mint ',neutral
1187,DRINKS#QUALITY,'go here for the drinks ',positive
1188,DRINKS#QUALITY,'the drinks are amazing and half off till 8pm ',positive
1189,DRINKS#PRICES,'the drinks are amazing and half off till 8pm ',positive
1190,SERVICE#GENERAL,'Ask for Usha, the nicest bartender in manhattan ',positive
1191,DRINKS#QUALITY,'My fav was the sassy lassi ',positive
1192,FOOD#QUALITY,'This is an amazing place to try some roti rolls ',positive
1193,FOOD#QUALITY,'I really recommend the very simple Unda (Egg) rolls ',positive
1194,FOOD#QUALITY,'Delicate spices, onions, eggs and a kick-ass roti ',positive
1195,FOOD#QUALITY,'Delicate spices, onions, eggs and a kick-ass roti ',positive
1196,FOOD#QUALITY,'Delicate spices, onions, eggs and a kick-ass roti ',positive
1197,FOOD#QUALITY,'Delicate spices, onions, eggs and a kick-ass roti ',positive
1198,FOOD#QUALITY,'Amazing ',positive
1199,AMBIENCE#GENERAL,'Toons has recently been redone, so its now a very attractive space ',positive
1200,FOOD#QUALITY,'The foods as good as ever ',positive
1201,FOOD#QUALITY,'In an area sadly lacking in decent Thai food, this is one of the best spots ',positive
1202,AMBIENCE#GENERAL,'Went here last night - nice decor, good service, but the food was surprisingly excellent ',positive
1203,SERVICE#GENERAL,'Went here last night - nice decor, good service, but the food was surprisingly excellent ',positive
1204,FOOD#QUALITY,'Went here last night - nice decor, good service, but the food was surprisingly excellent ',positive
1205,FOOD#STYLE_OPTIONS,'The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people ',positive
1206,FOOD#QUALITY,'Beef noodle soup is good as well ',positive
1207,SERVICE#GENERAL,'The service is good and the resturant is clean ',positive
1208,AMBIENCE#GENERAL,'The service is good and the resturant is clean ',positive
1209,FOOD#QUALITY,'Best Taiwanese food in NY ',positive
1210,RESTAURANT#GENERAL,'I have been to Raos probably 15 times the past 3 years and it keeps getting better ',positive
1211,RESTAURANT#GENERAL,'For those that go once and dont enjoy it, all I can say is that they just dont get it ',positive
1212,SERVICE#GENERAL,'Raos has the best service and atmosphere in NYC ',positive
1213,AMBIENCE#GENERAL,'Raos has the best service and atmosphere in NYC ',positive
1214,RESTAURANT#MISCELLANEOUS,'Good luck getting a table ',neutral
1215,RESTAURANT#GENERAL,'My roommate and I LOVE this place ',positive
1216,AMBIENCE#GENERAL,'We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me ',positive
1217,AMBIENCE#GENERAL,'Indoor was very cozy and cute ',positive
1218,FOOD#STYLE_OPTIONS,'The portion sizes here are huge, and the sushi is good ',positive
1219,FOOD#QUALITY,'The portion sizes here are huge, and the sushi is good ',positive
1220,FOOD#QUALITY,'I got the $10 10-piece dim sum combo, every bite of which was great ',positive
1221,FOOD#PRICES,'But $1 for each small piece ',negative
1222,FOOD#PRICES,'Not worth it ',negative
1223,RESTAURANT#GENERAL,'I wont go back unless someone else is footing the bill ',negative
1224,RESTAURANT#PRICES,'I wont go back unless someone else is footing the bill ',negative
1225,FOOD#STYLE_OPTIONS,'The portions are small but being that the food was so good makes up for that ',negative
1226,FOOD#QUALITY,'The portions are small but being that the food was so good makes up for that ',positive
1227,FOOD#QUALITY,'You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert ',positive
1228,FOOD#QUALITY,'You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert ',positive
1229,SERVICE#GENERAL,'The staff there is very attentive and down to earth ',positive
1230,RESTAURANT#GENERAL,'I loved it and would go again ',positive
1231,FOOD#QUALITY,'Great Indian food and the service is incredible ',positive
1232,SERVICE#GENERAL,'Great Indian food and the service is incredible ',positive
1233,SERVICE#GENERAL,'The owner truly caters to all your needs ',positive
1234,SERVICE#GENERAL,'When family came in he gave them apps to test their palets, and then ordered for them ',positive
1235,SERVICE#GENERAL,'Everyone was more then happy with his choices ',positive
1236,FOOD#QUALITY,'Great food and the prices are very reasonable ',positive
1237,RESTAURANT#PRICES,'Great food and the prices are very reasonable ',positive
1238,FOOD#QUALITY,'Simply some good tasting Chinese food at incredible prices ',positive
1239,FOOD#PRICES,'Simply some good tasting Chinese food at incredible prices ',positive
1240,SERVICE#GENERAL,'Service is not what you are coming here for ',negative
1241,AMBIENCE#GENERAL,'whoever the jazz duo was, they were on POINT ',positive
1242,AMBIENCE#GENERAL,'good music, great food, speedy service affordable prices ',positive
1243,FOOD#QUALITY,'good music, great food, speedy service affordable prices ',positive
1244,SERVICE#GENERAL,'good music, great food, speedy service affordable prices ',positive
1245,RESTAURANT#PRICES,'good music, great food, speedy service affordable prices ',positive
1246,DRINKS#QUALITY,'even the wine by the glass was good ',positive
1247,LOCATION#GENERAL,'its a little out of the way if you dont live in the neighborhood, but definitely worth the trip from wherever you are ',neutral
1248,RESTAURANT#GENERAL,'its a little out of the way if you dont live in the neighborhood, but definitely worth the trip from wherever you are ',positive
1249,FOOD#QUALITY,'Consistently good Japanese Tapas ',positive
1250,AMBIENCE#GENERAL,'Atmosphere is nice and relaxed too ',positive
1251,RESTAURANT#MISCELLANEOUS,'A great place to meet up for some food and drinks ',positive
1252,FOOD#QUALITY,'Yakitori (bbq meats) is tasty too ',positive
1253,FOOD#QUALITY,'If you dont mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place ',negative
1254,SERVICE#GENERAL,'If you dont mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place ',negative
1255,RESTAURANT#MISCELLANEOUS,'If you dont mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place ',negative
1256,FOOD#PRICES,'Price and quality of fish alone will keep us from making a return visit ',negative
1257,FOOD#QUALITY,'Price and quality of fish alone will keep us from making a return visit ',negative
1258,RESTAURANT#GENERAL,'Price and quality of fish alone will keep us from making a return visit ',negative
1259,FOOD#QUALITY,'Wasnt going to share but I feel obligated while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing ',negative
1260,RESTAURANT#GENERAL,'No thanks ',negative
1261,RESTAURANT#GENERAL,'This place, which is only a few months old, is perhaps Queens biggest secret ',positive
1262,AMBIENCE#GENERAL,'Fabulous decor - makes you feel like youre in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if youre a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele all on Roosevelt Avenue ',positive
1263,FOOD#QUALITY,'Fabulous decor - makes you feel like youre in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if youre a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele all on Roosevelt Avenue ',positive
1264,FOOD#PRICES,'Fabulous decor - makes you feel like youre in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if youre a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele all on Roosevelt Avenue ',positive
1265,SERVICE#GENERAL,'Fabulous decor - makes you feel like youre in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if youre a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele all on Roosevelt Avenue ',positive
1266,AMBIENCE#GENERAL,'Fabulous decor - makes you feel like youre in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if youre a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele all on Roosevelt Avenue ',positive
1267,LOCATION#GENERAL,'Fabulous decor - makes you feel like youre in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if youre a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele all on Roosevelt Avenue ',positive
1268,RESTAURANT#PRICES,'Fabulous decor - makes you feel like youre in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if youre a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele all on Roosevelt Avenue ',positive
1269,SERVICE#GENERAL,'We were seated outside and the waiter spilled red wine and hot tea on myself and my date ',negative
1270,SERVICE#GENERAL,'We were then shooed inside ',negative
1271,SERVICE#GENERAL,'One would think wed get an apology or complimentary drinks - instead, we got a snobby waiter wouldnt even take our order for 15 minutes and gave us lip when we asked him to do so ',negative
1272,RESTAURANT#GENERAL,'We left, never to return ',negative
