@relation valence

@attribute id numeric
@attribute wordA string
@attribute wordB string
@attribute dependency_type string
@attribute word_distance numeric
@attribute lexicons_min numeric
@attribute lexicons_avg numeric
@attribute lexicons_max numeric
@attribute context_negation numeric
@attribute context_lexicon_avg numeric
@attribute sentence_length numeric
@attribute aspecttype {positive, negative}

@data
2329,modern,hotel,Ausstattung,31,0.0,0.16666666666666666,1.0,0,0,41,positive
2330,chic,hotel,Ausstattung,22,0.0,0.2333333333333333,1.0,0,0,41,positive
2331,modern,room,Komfort,25,0.0,0.16666666666666666,1.0,0,0,41,positive
2332,chic,room,Komfort,16,0.0,0.2333333333333333,1.0,0,0,41,positive
2333,good,security,OTHER,5,0.0,0.43333333333333335,1.0,0,0,62,positive
2334,nice,location,Lage,5,0.0,0.26666666666666666,1.0,0,0,62,negative
2335,close,station,Lage,19,0.0,0.0,0.0,0,0,62,positive
2336,good,overall,OTHER,20,0.0,0.43333333333333335,1.0,0,0,26,positive
2337,good,staff,Hotelpersonal,34,0.0,0.43333333333333335,1.0,0,0,40,positive
2338,good,location,Lage,19,0.0,0.43333333333333335,1.0,0,0,40,positive
2339,perfect,location,Lage,14,0.0,0.43333333333333335,1.0,0,0,44,positive
2340,perfect,location,Lage,13,0.0,0.43333333333333335,1.0,0,0,116,positive
2341,perfect,place,Lage,8,0.0,0.43333333333333335,1.0,1,0,120,positive
2342,modern,style,Ausstattung,7,0.0,0.16666666666666666,1.0,0,0,80,positive
2343,friendly,staff,Hotelpersonal,10,0.0,0.39999999999999997,1.0,0,0,80,positive
2344,small,room,Komfort,13,-0.3333333333333333,-0.05555555555555555,0.0,0,0,71,negative
2345,small,room,Komfort,12,-0.3333333333333333,-0.05555555555555555,0.0,0,0,21,negative
2346,accommodating,staff,Hotelpersonal,24,0.0,0.0,0.0,0,0,48,positive
2347,friendly,staff,Hotelpersonal,11,0.0,0.39999999999999997,1.0,0,0,48,positive
2348,check,impersonal,OTHER,32,-1.0,-0.16666666666666666,0.0,1,0,44,negative
2349,efficient,check,OTHER,13,0.0,0.3333333333333333,1.0,1,0,44,positive
2350,thin,pillow,Komfort,15,0.0,0.05555555555555555,0.3333333333333333,0,0,19,negative
2351,good,value,Preis-Leistungs-Verhltnis,5,0.0,0.43333333333333335,1.0,0,0,22,positive
2352,comfortable,size,Komfort,12,0.0,0.2333333333333333,1.0,0,0,103,positive
2353,discreet,staff,Hotelpersonal,32,0.0,0.08333333333333333,0.5,0,0,103,positive
2354,effective,staff,Hotelpersonal,19,0.0,0.3666666666666667,1.0,0,0,103,positive
2355,comfortable,bed,Komfort,12,0.0,0.2333333333333333,1.0,0,0,103,positive
2356,station,close,Lage,12,0.0,0.0,0.0,1,0,199,negative
2357,slow,elevator,Ausstattung,5,-1.0,-0.16666666666666666,0.0,0,0,199,negative
2358,unable,use,Ausstattung,10,-1.0,-0.3333333333333333,0.0,0,0,199,negative
2359,enjoy,location,Lage,23,0.0,0.39999999999999997,1.0,0,0,43,positive
2360,good,hotel,Ausstattung,5,0.0,0.43333333333333335,1.0,0,0,16,positive
2361,nice,breakfast,OTHER,14,0.0,0.35000000000000003,1.0,0,0,20,positive
2362,spot,location,Lage,13,0.0,0.0,0.0,0,0,22,positive
2363,helpful,staff,Hotelpersonal,11,0.0,0.39999999999999997,1.0,0,0,20,positive
2364,tiny,size,Komfort,9,0.0,0.0,0.0,0,0,20,negative
2365,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,16,positive
2366,comfortable,room,Komfort,12,0.0,0.2333333333333333,1.0,0,0,19,positive
2367,comfortable,room,Komfort,12,0.0,0.2333333333333333,1.0,0,0,32,positive
2368,tiny,size,Komfort,5,0.0,0.0,0.0,0,0,29,negative
2369,near,station,Lage,17,0.0,0.0,0.0,0,0,26,positive
2370,much,noise,Komfort,5,-1.0,-0.25,0.0,1,0,48,negative
2371,good,value,Preis-Leistungs-Verhltnis,5,0.0,0.43333333333333335,1.0,0,0,49,positive
2372,right,metro,Lage,9,0.0,0.16666666666666666,1.0,0,0,30,positive
2373,poor,breakfast,OTHER,5,-1.0,-0.016666666666666663,0.5,0,0,22,negative
2374,like,locality,Lage,22,0.0,0.2333333333333333,1.0,0,0,34,positive
2375,like,cleanliness,Sauberkeit,6,0.0,0.5666666666666667,1.0,0,0,34,positive
2376,no,wardrobe,Komfort,3,0.0,0.03333333333333333,0.2,1,0,13,negative
2377,no,space,Komfort,3,0.0,0.03333333333333333,0.2,1,0,26,negative
2378,not,space,Komfort,9,0.0,0.0,0.0,1,0,79,negative
2379,no,wardrobe,Komfort,3,0.0,0.03333333333333333,0.2,1,0,79,negative
2380,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,29,positive
2381,easy,access,Lage,5,0.0,0.19999999999999998,1.0,0,0,29,positive
2382,nice,neighbourhood,Lage,13,0.0,0.26666666666666666,1.0,0,0,88,positive
2383,small,room,Komfort,8,-0.3333333333333333,-0.05555555555555555,0.0,0,0,53,negative
2384,powerful,shower,Komfort,22,0.0,0.3333333333333333,1.0,0,0,98,positive
2385,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,30,positive
2386,good,room,Komfort,5,0.0,0.43333333333333335,1.0,0,0,30,positive
2387,breakfast,improve,OTHER,17,0.0,0.48333333333333334,1.0,0,0,27,negative
2388,love,location,Lage,10,0.0,0.43333333333333335,1.0,0,0,44,positive
2389,clean,room,Sauberkeit,16,0.0,0.39999999999999997,1.0,0,0,44,positive
2390,good,room,Komfort,5,0.0,0.43333333333333335,1.0,0,0,44,positive
2391,great,price,Preis-Leistungs-Verhltnis,35,0.0,0.26666666666666666,1.0,0,0,43,positive
2392,great,facility,Ausstattung,6,0.0,0.26666666666666666,1.0,0,0,43,positive
2393,room,clean,Sauberkeit,21,0.0,0.39999999999999997,1.0,0,0,30,negative
2394,little,breakfast,OTHER,30,0.0,0.08333333333333333,0.5,1,0,78,negative
2395,clean,room,Sauberkeit,6,0.0,0.39999999999999997,1.0,0,0,12,positive
2396,old,tv,Komfort,4,0.0,0.0,0.0,0,0,6,positive
2397,clean,hotel,Sauberkeit,6,0.0,0.39999999999999997,1.0,0,0,42,positive
2398,new,bathroom,Komfort,13,0.0,0.0,0.0,0,0,42,positive
2399,nice,bathroom,Komfort,5,0.0,0.26666666666666666,1.0,0,0,42,positive
2400,clean,room,Sauberkeit,13,0.0,0.39999999999999997,1.0,0,0,24,positive
2401,nice,onzen,Ausstattung,9,0.0,0.26666666666666666,1.0,0,0,19,positive
2402,love,machine,Ausstattung,13,0.0,0.43333333333333335,1.0,0,0,39,positive
2403,small,room,Komfort,14,-0.3333333333333333,-0.05555555555555555,0.0,0,0,25,negative
2404,nice,service,Hotelpersonal,16,0.0,0.26666666666666666,1.0,0,0,77,positive
2405,tight,room,Komfort,16,0.0,0.0,0.0,0,0,23,negative
2406,superb,location,Lage,7,0.0,0.5,1.0,0,0,50,positive
2407,cozy,room,Komfort,5,0.0,0.16666666666666666,1.0,0,0,50,positive
2408,lovely,entrance,Ausstattung,7,0.0,0.43333333333333335,1.0,1,0,76,positive
2409,helpful,staff,Hotelpersonal,6,0.0,0.39999999999999997,1.0,1,0,76,positive
2410,small,room,Komfort,9,-0.3333333333333333,-0.05555555555555555,0.0,0,0,32,negative
2411,narrow,bedroom,Komfort,19,0.0,0.0,0.0,0,0,64,negative
2412,narrow,hallway,Ausstattung,7,0.0,0.0,0.0,0,0,64,negative
2413,superb,location,Lage,9,0.0,0.5,1.0,0,0,21,positive
2414,free,spa,Ausstattung,5,0.0,0.2833333333333333,1.0,0,0,113,positive
2415,good,bed,Komfort,13,0.0,0.43333333333333335,1.0,0,0,19,positive
2416,cramp,room,Komfort,8,-1.0,-0.3,0.2,0,0,38,positive
2417,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,38,positive
2418,nice,reception,Ausstattung,19,0.0,0.26666666666666666,1.0,0,0,50,positive
2419,good,spa,Ausstattung,5,0.0,0.5166666666666667,1.0,0,0,50,positive
2420,close,station,Lage,17,0.0,0.0,0.0,0,0,51,positive
2421,cramped,room,Komfort,16,-1.0,-0.3333333333333333,0.0,0,0,55,negative
2422,flat,pillow,Komfort,13,0.0,0.05555555555555555,0.3333333333333333,0,0,55,negative
2423,poor,breakfast,OTHER,38,-1.0,-0.016666666666666663,0.5,0,0,48,negative
2424,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,15,positive
2425,windows,open,Komfort,39,0.0,0.0,0.0,1,0,43,negative
2426,nice,staff,Hotelpersonal,11,0.0,0.26666666666666666,1.0,0,0,48,positive
2427,pillow,nice,Komfort,42,0.0,0.32222222222222224,1.0,1,0,61,negative
2428,hard,pillow,Komfort,20,-1.0,-0.07777777777777779,0.3333333333333333,1,0,61,negative
2429,bed,nice,Komfort,30,0.0,0.26666666666666666,1.0,1,0,61,negative
2430,hard,bed,Komfort,8,-1.0,-0.13333333333333333,0.2,1,0,61,negative
2431,ac,follow,Komfort,11,0.0,0.0,0.0,1,0,148,negative
2432,sleep,nice,Komfort,8,0.0,0.26666666666666666,1.0,1,0,148,negative
2433,good,size,Komfort,5,0.0,0.43333333333333335,1.0,0,0,26,positive
2434,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,52,positive
2435,close,metro,Lage,22,0.0,0.0,0.0,1,0,52,positive
2436,small,room,Komfort,8,-0.3333333333333333,-0.05555555555555555,0.0,0,0,146,negative
2437,perfect,visit,Lage,12,0.0,0.5166666666666667,1.0,0,0,146,positive
2438,caring,staff,Hotelpersonal,38,0.0,0.0,0.0,0,0,56,positive
2439,nice,staff,Hotelpersonal,29,0.0,0.26666666666666666,1.0,0,0,56,positive
2440,helpful,staff,Hotelpersonal,20,0.0,0.39999999999999997,1.0,0,0,56,positive
2441,cramped,room,Komfort,16,-1.0,-0.3333333333333333,0.0,0,0,25,negative
2442,no,room,Komfort,3,0.0,0.03333333333333333,0.2,1,0,59,negative
2443,unbeatable,price,Preis-Leistungs-Verhltnis,12,0.0,0.16666666666666666,1.0,0,0,48,positive
2444,unbeatable,value,Preis-Leistungs-Verhltnis,6,0.0,0.16666666666666666,1.0,0,0,48,positive
2445,great,spa,Ausstattung,6,0.0,0.35000000000000003,1.0,0,0,48,positive
2446,wonderful,onsens,Ausstattung,30,0.0,0.4666666666666666,1.0,0,0,45,positive
2447,unbeatable,price,Preis-Leistungs-Verhltnis,23,0.0,0.16666666666666666,1.0,0,0,39,positive
2448,unbeatable,location,Lage,13,0.0,0.16666666666666666,1.0,0,0,39,positive
2449,small,room,Komfort,20,-0.3333333333333333,-0.05555555555555555,0.0,0,0,69,negative
2450,window,nice,Komfort,28,0.0,0.26666666666666666,1.0,0,0,59,negative
2451,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,38,positive
2452,easy,check,OTHER,8,0.0,0.19999999999999998,1.0,0,0,38,positive
2453,small,space,Komfort,23,-0.3333333333333333,-0.05555555555555555,0.0,0,0,34,negative
2454,great,neighbourhood,Lage,6,0.0,0.26666666666666666,1.0,1,0,38,positive
2455,excellent,access,Lage,10,0.0,0.43333333333333335,1.0,1,0,38,positive
2456,wonderful,bath,Ausstattung,9,0.0,0.5499999999999999,1.0,0,0,29,positive
2457,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,46,positive
2458,nice,bath,Komfort,5,0.0,0.35000000000000003,1.0,0,0,46,positive
2459,nice,hotel,Ausstattung,5,0.0,0.26666666666666666,1.0,0,0,34,positive
2460,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,34,positive
2461,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,207,positive
2462,fast,internet,WLAN,5,0.0,0.16666666666666666,1.0,1,0,207,positive
2463,provided,facility,Ausstattung,11,0.0,0.0,0.0,1,0,207,positive
2464,small,room,Komfort,15,-0.3333333333333333,-0.05555555555555555,0.0,0,0,92,negative
2465,tiny,bathroom,Komfort,12,0.0,0.0,0.0,0,0,92,negative
2466,window,open,Komfort,9,0.0,0.0,0.0,1,0,91,negative
2467,cold,hallway,Ausstattung,18,-1.0,-0.25,0.0,0,0,91,negative
2468,refreshing,spa,Ausstattung,27,0.0,0.4166666666666667,1.0,0,0,82,positive
2469,relaxing,spa,Ausstattung,14,0.0,0.08333333333333333,0.5,0,0,82,positive
2470,good,amenity,Komfort,16,0.0,0.7666666666666666,1.0,0,0,82,positive
2471,nice,place,Ausstattung,5,0.0,0.26666666666666666,1.0,0,0,41,positive
2472,nice,spa,Ausstattung,5,0.0,0.35000000000000003,1.0,0,0,39,positive
2473,small,room,Komfort,16,-0.3333333333333333,-0.05555555555555555,0.0,0,0,23,negative
2474,great,spa,Ausstattung,10,0.0,0.35000000000000003,1.0,0,0,15,positive
2475,expensive,breakfast,Preis-Leistungs-Verhltnis,28,-1.0,-0.08333333333333333,0.5,0,0,57,negative
2476,small,meal,OTHER,6,-0.3333333333333333,-0.05555555555555555,0.0,0,0,57,negative
2477,poor,mattress,Komfort,16,-1.0,-0.09999999999999999,0.4,0,0,64,negative
2478,thin,pillow,Komfort,15,0.0,0.05555555555555555,0.3333333333333333,0,0,64,negative
2479,nice,place,Lage,5,0.0,0.26666666666666666,1.0,1,0,95,positive
2480,convenient,transportation,Lage,20,0.0,0.3333333333333333,1.0,1,0,95,positive
2481,great,onsen,Ausstattung,11,0.0,0.26666666666666666,1.0,0,0,56,positive
2482,small,room,Komfort,18,-0.3333333333333333,-0.05555555555555555,0.0,0,0,57,negative
2483,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,29,positive
2484,near,subway,Lage,5,0.0,0.0,0.0,0,0,29,positive
2485,no,water,Komfort,12,0.0,0.03333333333333333,0.2,1,0,25,negative
2486,clean,hotel,Sauberkeit,10,0.0,0.39999999999999997,1.0,0,0,34,positive
2487,small,room,Komfort,19,-0.3333333333333333,-0.05555555555555555,0.0,0,0,28,negative
2488,pleasant,stay,OTHER,9,0.0,0.43333333333333335,1.0,1,0,63,positive
2489,comfortable,bed,Komfort,12,0.0,0.2333333333333333,1.0,0,0,63,positive
2490,convenient,metro,Lage,15,0.0,0.3333333333333333,1.0,1,0,27,positive
2491,quiet,room,Komfort,20,0.0,0.25,1.0,0,0,27,positive
2492,clean,room,Sauberkeit,10,0.0,0.39999999999999997,1.0,0,0,27,positive
2493,comfortable,bed,Komfort,9,0.0,0.2333333333333333,1.0,0,0,22,positive
2494,good,value,Preis-Leistungs-Verhltnis,5,0.0,0.43333333333333335,1.0,0,0,12,positive
2495,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,18,positive
2496,great,onsen,Ausstattung,6,0.0,0.26666666666666666,1.0,0,0,15,positive
2497,comfortable,bed,Komfort,12,0.0,0.2333333333333333,1.0,0,0,19,positive
2498,ac,work,Komfort,7,0.0,0.16666666666666666,1.0,1,0,38,negative
2499,poor,proofing,Komfort,11,-1.0,-0.09999999999999999,0.4,0,0,23,negative
2500,next,station,Lage,14,0.0,0.0,0.0,0,0,79,positive
2501,close,area,Lage,31,0.0,0.0,0.0,0,0,79,negative
2502,great,onsen,Ausstattung,25,0.0,0.26666666666666666,1.0,0,0,40,positive
2503,helpful,staff,Hotelpersonal,9,0.0,0.39999999999999997,1.0,0,0,18,positive
2504,excellent,hospitality,Hotelpersonal,10,0.0,0.6,1.0,1,0,95,positive
2505,personal,touch,OTHER,9,0.0,0.0,0.0,1,0,95,positive
2506,comfortable,bed,Komfort,8,0.0,0.2333333333333333,1.0,0,0,21,positive
2507,flat,pillow,Komfort,23,0.0,0.05555555555555555,0.3333333333333333,0,0,29,negative
2508,small,pillow,Komfort,13,-0.3333333333333333,0.0,0.3333333333333333,0,0,29,negative
2509,small,room,Komfort,20,-0.3333333333333333,-0.05555555555555555,0.0,0,0,211,negative
2510,perfectly,breakfast,OTHER,36,0.0,0.35000000000000003,1.0,0,0,211,positive
2511,delish,breakfast,OTHER,25,0.0,0.08333333333333333,0.5,0,0,211,positive
2512,small,room,Komfort,16,-0.3333333333333333,-0.05555555555555555,0.0,0,0,98,negative
2513,fantastic,staff,Hotelpersonal,11,0.0,0.3,1.0,1,0,98,positive
2514,enjoy,stay,OTHER,11,0.0,0.39999999999999997,1.0,0,0,31,positive
2515,meet,expectation,OTHER,11,0.0,0.16666666666666666,1.0,0,0,28,positive
2516,fantastic,location,Lage,12,0.0,0.3,1.0,1,0,27,positive
2517,like,check,OTHER,21,0.0,0.2333333333333333,1.0,0,0,81,positive
2518,enjoy,spa,Ausstattung,18,0.0,0.48333333333333334,1.0,0,0,33,positive
2519,grand,spa,Ausstattung,6,0.0,0.35000000000000003,1.0,0,0,33,positive
2520,money,value,Preis-Leistungs-Verhltnis,10,0.0,0.16666666666666666,1.0,1,0,82,negative
2521,near,station,Lage,12,0.0,0.0,0.0,0,0,21,positive
2522,convenient,hotel,Ausstattung,11,0.0,0.3333333333333333,1.0,1,0,39,positive
2523,helpful,staff,Hotelpersonal,19,0.0,0.39999999999999997,1.0,0,0,98,positive
2524,friendly,staff,Hotelpersonal,6,0.0,0.39999999999999997,1.0,0,0,98,positive
2525,nice,onsen,Ausstattung,5,0.0,0.26666666666666666,1.0,1,0,98,positive
2526,convenient,location,Lage,11,0.0,0.3333333333333333,1.0,1,0,98,positive
2527,long,wait,OTHER,32,-0.5,-0.08333333333333333,0.0,0,0,126,negative
2528,small,room,Komfort,17,-0.3333333333333333,-0.05555555555555555,0.0,0,0,126,negative
2529,love,stay,OTHER,10,0.0,0.43333333333333335,1.0,0,0,37,positive
2530,exceptional,staff,Hotelpersonal,10,0.0,0.16666666666666666,1.0,0,0,27,positive
2531,friendly,cleaner,Hotelpersonal,22,0.0,0.6333333333333333,1.0,0,0,40,positive
2532,pleasant,stay,OTHER,9,0.0,0.43333333333333335,1.0,1,0,15,positive
2533,travel,great,OTHER,20,0.0,0.26666666666666666,1.0,1,0,39,negative
2534,comfortable,room,Komfort,27,0.0,0.2333333333333333,1.0,0,0,97,positive
2535,comfortable,amenity,Komfort,14,0.0,0.5666666666666667,1.0,0,0,97,positive
2536,clean,towel,Sauberkeit,6,0.0,0.39999999999999997,1.0,0,0,45,positive
2537,across,metro,Lage,9,0.0,0.0,0.0,0,0,28,positive
2538,agitated,lady,Hotelpersonal,44,-0.5,-0.08333333333333333,0.0,0,0,85,negative
2539,rushed,lady,Hotelpersonal,33,0.0,0.0,0.0,0,0,85,negative
2540,nice,location,Lage,5,0.0,0.26666666666666666,1.0,1,0,42,positive
2541,fantastic,suroundings,Lage,10,0.0,0.3,1.0,1,0,42,positive
2542,practical,location,Lage,22,0.0,0.0,0.0,0,0,37,positive
2543,nice,location,Lage,13,0.0,0.26666666666666666,1.0,0,0,37,positive
2544,good,hotel,Ausstattung,10,0.0,0.43333333333333335,1.0,0,0,28,positive
2545,near,station,Lage,18,0.0,0.0,0.0,0,0,40,positive
2546,staff,speak,Hotelpersonal,10,0.0,0.0,0.0,1,0,71,negative
2547,nice,hotel,Ausstattung,5,0.0,0.26666666666666666,1.0,0,0,30,positive
2548,close,subway,Lage,9,0.0,0.0,0.0,0,0,30,positive
2549,facility,much,Ausstattung,5,0.0,0.0,0.0,1,0,28,negative
2550,clean,room,Sauberkeit,6,0.0,0.39999999999999997,1.0,0,0,70,positive
2551,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,70,positive
2552,close,subway,Lage,9,0.0,0.0,0.0,0,0,70,positive
2553,fine,onsen,Ausstattung,9,0.0,0.2333333333333333,1.0,0,0,19,positive
2554,modern,hotel,Ausstattung,23,0.0,0.16666666666666666,1.0,0,0,45,positive
2555,nice,hotel,Ausstattung,14,0.0,0.26666666666666666,1.0,0,0,45,positive
2556,small,room,Komfort,23,-0.3333333333333333,-0.05555555555555555,0.0,0,0,113,negative
2557,expensive,breakfast,Preis-Leistungs-Verhltnis,93,-1.0,-0.08333333333333333,0.5,0,0,105,negative
2558,limited,choice,OTHER,8,-1.0,-0.21666666666666667,0.5,0,0,105,negative
2559,no,facility,Ausstattung,3,0.0,0.03333333333333333,0.2,1,0,121,negative
2560,slow,wifi,WLAN,25,-1.0,-0.16666666666666666,0.0,0,0,54,negative
2561,helpful,staff,Hotelpersonal,8,0.0,0.39999999999999997,1.0,0,0,42,positive
2562,clean,room,Komfort,6,0.0,0.39999999999999997,1.0,0,0,42,positive
2563,well,equip,Ausstattung,5,0.0,0.16666666666666666,1.0,0,0,42,positive
2564,close,station,Lage,28,0.0,0.0,0.0,0,0,118,positive
2565,no,space,Komfort,10,0.0,0.03333333333333333,0.2,1,0,57,negative
2566,great,room,Komfort,6,0.0,0.26666666666666666,1.0,0,0,32,positive
2567,great,price,Preis-Leistungs-Verhltnis,6,0.0,0.26666666666666666,1.0,0,0,32,positive
2568,great,staff,Hotelpersonal,13,0.0,0.26666666666666666,1.0,0,0,29,positive
2569,bad,nothing,OTHER,8,-1.0,-0.2333333333333333,0.6,1,0,20,positive
2570,great,hotel,Ausstattung,6,0.0,0.26666666666666666,1.0,0,0,13,positive
2571,good,localization,Lage,23,0.0,0.43333333333333335,1.0,0,0,33,positive
2572,awesome,infrastructure,Lage,18,0.0,0.3,1.0,0,0,78,positive
2573,good,time,OTHER,5,0.0,0.43333333333333335,1.0,0,0,78,positive
2574,nice,staff,Hotelpersonal,21,0.0,0.26666666666666666,1.0,1,0,100,positive
2575,simple,payment,OTHER,19,-0.3333333333333333,-0.05555555555555555,0.0,1,0,100,positive
2576,helpful,reception,Hotelpersonal,25,0.0,0.39999999999999997,1.0,0,0,34,positive
2577,friendly,reception,Hotelpersonal,14,0.0,0.39999999999999997,1.0,0,0,34,positive
2578,near,statio,Lage,12,0.0,0.0,0.0,0,0,25,positive
2579,great,stay,OTHER,6,0.0,0.26666666666666666,1.0,0,0,21,positive
2580,helpful,staff,Hotelpersonal,29,0.0,0.39999999999999997,1.0,1,0,53,positive
2581,friendly,staff,Hotelpersonal,16,0.0,0.39999999999999997,1.0,1,0,53,positive
2582,easy,locate,Lage,8,0.0,0.19999999999999998,1.0,0,0,74,positive
2583,convenient,location,Lage,12,0.0,0.3333333333333333,1.0,1,0,73,positive
2584,small,room,Komfort,13,-0.3333333333333333,-0.05555555555555555,0.0,0,0,24,negative
2585,little,space,Komfort,7,0.0,0.0,0.0,0,0,45,negative
2586,flat,pillow,Komfort,13,0.0,0.05555555555555555,0.3333333333333333,1,0,43,negative
2587,pleasant,hotel,Ausstattung,9,0.0,0.43333333333333335,1.0,1,0,27,positive
2588,quiet,environment,Komfort,41,0.0,0.25,1.0,1,0,54,positive
2589,private,environment,Komfort,29,0.0,0.0,0.0,1,0,54,positive
2590,weak,wifi,WLAN,12,-1.0,-0.09999999999999999,0.4,0,0,18,negative
2591,bed,soft,Komfort,16,0.0,0.16666666666666666,1.0,0,0,76,negative
2592,small,room,Komfort,13,-0.3333333333333333,-0.05555555555555555,0.0,0,0,80,negative
2593,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,15,positive
2594,great,bath,Ausstattung,10,0.0,0.35000000000000003,1.0,0,0,16,positive
2595,small,room,Komfort,6,-0.3333333333333333,-0.05555555555555555,0.0,0,0,12,negative
2596,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,62,positive
2597,small,room,Komfort,9,-0.3333333333333333,-0.05555555555555555,0.0,0,0,20,negative
2598,helpful,staff,Hotelpersonal,6,0.0,0.39999999999999997,1.0,0,0,19,positive
2599,good,onsen,Ausstattung,41,0.0,0.43333333333333335,1.0,0,0,79,positive
2600,small,room,Komfort,10,-0.3333333333333333,-0.05555555555555555,0.0,0,0,17,negative
2601,no,wardrobe,Komfort,3,0.0,0.03333333333333333,0.2,1,0,13,negative
2602,window,open,Komfort,9,0.0,0.0,0.0,0,0,20,negative
2603,no,bar,Ausstattung,3,0.0,0.03333333333333333,0.2,1,0,17,negative
2604,crowd,entrance,OTHER,21,0.0,0.0,0.0,1,0,57,negative
2605,polite,staff,Hotelpersonal,36,0.0,0.3333333333333333,1.0,0,0,49,positive
2606,friendly,staff,Hotelpersonal,23,0.0,0.39999999999999997,1.0,0,0,49,positive
2607,lovely,staff,Hotelpersonal,10,0.0,0.43333333333333335,1.0,0,0,49,positive
2608,nice,bath,Ausstattung,33,0.0,0.35000000000000003,1.0,0,0,54,positive
2609,hygenic,hotel,Sauberkeit,18,0.0,0.0,0.0,0,0,30,positive
2610,clean,hotel,Sauberkeit,6,0.0,0.39999999999999997,1.0,0,0,30,positive
2611,nice,neighborhood,Lage,12,0.0,0.26666666666666666,1.0,0,0,57,positive
2612,quite,neighborhood,Lage,6,0.0,0.0,0.0,0,0,57,positive
2613,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,57,positive
2614,excellent,location,Lage,10,0.0,0.43333333333333335,1.0,1,0,45,positive
2615,close,station,Lage,9,0.0,0.0,0.0,0,0,45,positive
2616,friendly,staff,Hotelpersonal,9,0.0,0.39999999999999997,1.0,0,0,24,positive
2617,small,room,Komfort,39,-0.3333333333333333,-0.05555555555555555,0.0,0,0,46,negative
2618,uncomfortable,pillow,Komfort,8,-1.0,-0.2111111111111111,0.4,0,0,23,negative
2619,bed,appreciate,Komfort,19,0.0,0.2333333333333333,1.0,0,0,78,negative
2620,good,location,Lage,12,0.0,0.43333333333333335,1.0,0,0,82,positive
2621,tidy,room,Sauberkeit,36,0.0,0.16666666666666666,1.0,0,0,82,positive
2622,clean,room,Sauberkeit,28,0.0,0.39999999999999997,1.0,0,0,82,positive
2623,small,room,Komfort,8,-0.3333333333333333,-0.05555555555555555,0.0,0,0,82,negative
2624,good,deal,Preis-Leistungs-Verhltnis,5,0.0,0.6,1.0,0,0,53,positive
2625,great,location,Lage,6,0.0,0.26666666666666666,1.0,1,0,72,positive
2626,close,store,Lage,20,0.0,0.05555555555555555,0.3333333333333333,1,0,28,positive
2627,clean,room,Sauberkeit,16,0.0,0.39999999999999997,1.0,0,0,28,positive
2628,small,room,Komfort,6,-0.3333333333333333,-0.05555555555555555,0.0,0,0,28,negative
2629,excellent,location,Lage,13,0.0,0.43333333333333335,1.0,1,0,45,positive
2630,small,bathroom,Komfort,6,-0.3333333333333333,-0.05555555555555555,0.0,0,0,54,negative
2631,small,room,Komfort,6,-0.3333333333333333,-0.05555555555555555,0.0,0,0,53,negative
2632,no,place,Lage,3,0.0,0.03333333333333333,0.2,1,0,53,negative
2633,no,air,Komfort,3,0.0,0.03333333333333333,0.2,1,0,21,negative
2634,enjoy,stay,Komfort,11,0.0,0.39999999999999997,1.0,0,0,19,positive
2635,excellent,location,Lage,12,0.0,0.43333333333333335,1.0,1,0,23,positive
2636,small,room,Komfort,12,-0.3333333333333333,-0.05555555555555555,0.0,0,0,34,negative
2637,soft,pillow,Komfort,13,0.0,0.2222222222222222,1.0,0,0,27,positive
2638,proximity,station,Lage,17,0.0,0.0,0.0,0,0,67,positive
2639,clean,room,Sauberkeit,6,0.0,0.39999999999999997,1.0,0,0,67,positive
2640,good,facility,Ausstattung,5,0.0,0.43333333333333335,1.0,0,0,67,positive
2641,small,room,Komfort,6,-0.3333333333333333,-0.05555555555555555,0.0,1,0,52,negative
2642,near,subway,Lage,5,0.0,0.0,0.0,0,0,44,positive
2643,comfortable,hotel,Lage,9,0.0,0.2333333333333333,1.0,0,0,134,positive
2644,small,room,Komfort,8,-0.3333333333333333,-0.05555555555555555,0.0,0,0,93,negative
2645,onsen,comfortable,Komfort,24,0.0,0.2333333333333333,1.0,1,0,93,negative
2646,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,56,positive
2647,small,room,Komfort,6,-0.3333333333333333,-0.05555555555555555,0.0,1,0,56,negative
2648,nice,staff,Hotelpersonal,5,0.0,0.26666666666666666,1.0,1,0,38,positive
2649,terrible,pillow,Komfort,9,-1.0,-0.1777777777777778,0.6,0,0,102,negative
