@relation review

@attribute id numeric
@attribute title_lemma string
@attribute positive_part_lemma string
@attribute negative_part_lemma string
@attribute aspects_in_positive string
@attribute aspects_in_negative string
@attribute sentiment_avg_in_tit numeric
@attribute sentiment_avg_in_pos numeric
@attribute sentiment_avg_in_neg numeric
@attribute sentiment_max_in_pos numeric
@attribute sentiment_max_in_neg numeric
@attribute sentiment_min_in_pos numeric
@attribute sentiment_min_in_neg numeric
@attribute relation_of_type numeric
@attribute score numeric

@data
488,'good ','open window even little bit get fresh air hallway cold ','','','',0.65,0,0,0,0,0,0,0.0,7.9
489,'i would definitely come back next stay . ','spa super relaxing refreshing good quality amenity add . ','','','',0.0,0,0,0,0,0,0,0.0,9.2
490,'nice place sleep , much . ','nice spa ( actually hot bath ) . ','room pretty small . hard even put suitcase somewhere . ','','',0.05161290322580645,0,0,0,0,0,0,0.578125,8.3
491,'good ','i quite shocked find apa distribute fascist propaganda masquerade  theoretical history  room . highlight : nanking massacre never happened , like comfort woman western conspiracy ; japan need re-militarize build offensive power , etc. highly offend i slightly nauseous spend money ','','','',0.65,0,0,0,0,0,0,0.0,7.9
492,'exceptional ','great hot spa ','breakfast ok , bit expensive small meal ','','',0.25,0,0,0,0,0,0,0.24561403508771928,9.6
493,'excellent ','mattress poor condition pillow thin ','','','',0.65,0,0,0,0,0,0,0.0,8.8
494,'good ','nice place right front station make transportation convenient . minute walk sensoji temple , ueno station . onsen great place relax long day . however room bit small even #crd# people . barely enough space unpack luggage ','','','',0.37142857142857144,0,0,0,0,0,0,0.0,8.3
495,'excellent ','good location , near subway ','drinking water room ','','',0.65,0,0,0,0,0,0,1.0384615384615385,8.8
496,'wonderful ','hotel clean friendly ','room extremely small ','','',0.7,0,0,0,0,0,0,1.1379310344827587,9.2
497,'i pleasant stay really enjoy comfortable bed .. ','convenient metro . room clean quiet . bed comfortable . ','thick duvet supply . i need occupy lot space . ','','',0.17297297297297298,0,0,0,0,0,0,0.9743589743589743,9.2
498,'good ','','. ','','',0.37142857142857144,0,0,0,0,0,0,1.0,8.3
499,'good value . ','- great location . - great onsen . - comfortable bed . ','- ac work #ord# night . - charged 0 $ lose door card . - poor sound proofing . ','','',0.26,0,0,0,0,0,0,0.5360824742268041,8.8
500,'wonderful ','location right next train station , close temple attraction area . clean , great indoor outdoor onsen . staff helpful ','check hybrid self check - system involve front desk associate . i ? ft find efficient normal guest click button big screen pick key issue machine . instead , take away excellent hospitality personal touch japan usually offer . ','','',0.7,0,0,0,0,0,0,0.421875,9.2
501,'good ','location near elevator tawaramachi station . , rain time , least quickly get station via elevator ','nothing ','','',0.65,0,0,0,0,0,0,18.0,7.5
502,'excellent ','bed comfortable ','pillow small flat . i ask extra pillow tell extra . tv 0 free channel , #crd# japanese . ','','',0.65,0,0,0,0,0,0,0.1346153846153846,8.8
503,'exactly need - stay sure ','althou room little small expect - really close senso - ji temple great asakusa awsomeness - def stay - breakfast simple delish perfectly sized - thanks ','i say room bit small expect - clean staff fantastic ','','',0.0,0,0,0,0,0,0,2.111111111111111,9.6
504,'i really enjoy stay . meet expectation . ','location fantastic ! front desk okay , i particularly like electronic check - process . i enjoy grand spa well . ','breakfast seem like value money , i opt option . ','','',0.08499999999999999,0,0,0,0,0,0,1.725,8.3
505,'good ','near subway station ! excellent ','','','',0.65,0,0,0,0,0,0,0.0,7.9
506,'convenient hotel short term stay ','- staff friendly helpful - nice onsen - convenient location explore asakusa ueno area ','- wait time elevator long - room rather small ( i would stay short 0 day visit , long ) ','','',0.10526315789473684,0,0,0,0,0,0,0.7886178861788617,7.5
507,', love stay . staff make huge difference ! helpful ! ','everything ! staff exceptional ! help us leave money room despite us check day . cleaner also friendly : ) ','size room . pillow ? ','','',0.07761194029850746,0,0,0,0,0,0,4.735294117647059,9.2
508,'pleasant stay . great round travel . ','room amenity comfortable since i travel alone day long . couldn ? ft imagine stay #crd# people though . i problem size bed ( 0 cm ) , sleep fine . clean towel bathroom supply everyday . disturbance guest . evening wasn ? ft madhouse . isn ? ft bad thing ? fre interested nightlife . ? f nice stroll around area visit senso - ji . restaurant generally serve last meal around 0 . ? fd let store luggage check i could roam around . hotel offer thing laundry , vend machine public bath ( tattoo ) . ? fs coffee house attach hotel close 0 . ','travel distance popular attraction doable . i wouldn ? ft recommend ? fd like repeatedly visit west side tokyo ( shinjuku , shibuya etc ) . i plan trip i could explore ueno / tokyo central / ginza . jr line 0 min walk . metro across street . i didn ? ft like check since lady behind desk feel rather rushed agitated . give explanation room amenity around hotel . ','','',0.12352941176470589,0,0,0,0,0,0,1.6353711790393013,7.5
509,'nice location fantastic suroundings . ','location nice practical . overall hotel good . hotel near metro station . ','critical strange staff speak english . essential front desk staff speak english . i believe must condition #url# . ','','',0.17894736842105266,0,0,0,0,0,0,0.5276381909547738,7.5
510,'nice hotel close subway . much facility inside . ','clean room , good location close subway ( around 0 m ) . onsen fine . overall , hotel nice modern . ','room definitely small : almost impossible tidy suitcase except use ( small ) desk . breakfast possible nearby restaurant , limited choice rather expensive . almost facility hotel , instance #crd# beverage dispenser , limit choice beverage . together , fully confortable . i , wifi connection slow . ','','',0.043243243243243246,0,0,0,0,0,0,0.30303030303030304,8.3
511,'wonderful ','helpful staff , clean room , well equip ','','','',0.7,0,0,0,0,0,0,0.0,9.2
512,'exceptional ','train station tawarimachi close , 0 across street , walk distance asakusa kaminarimon gate ','small , closet space expect still manageable ','','',0.25,0,0,0,0,0,0,2.017543859649123,9.6
513,'great room great price ','staff great help ! small issue bathroom door give care attention make us happy ','nothing bad say ! ','','',0.14545454545454548,0,0,0,0,0,0,6.6,8.8
514,'great hotel ','localization really good ! infrastructure awesome really good time hotel ! staff also nice payment really simple use international credit card ','','','',0.2285714285714286,0,0,0,0,0,0,0.0,9.6
515,'good ','reception friendly & helpful ','check need wait till 0 pm ','','',0.65,0,0,0,0,0,0,1.064516129032258,7.5
516,'great ! ','near subway statio ','little expensive ','','',0.2285714285714286,0,0,0,0,0,0,1.0434782608695652,9.2
517,'great stay ! thank . ','front desk staff friendly helpful . hotel easy locate 0 minute walk metro station . location convenient near yoshinoya , 0 , greek eatery . pajama set room available us great ! ','room small . little space luggage . pillow flat i expect . ','','',0.10714285714285714,0,0,0,0,0,0,2.25,8.8
518,'pleasant hotel stay ','environment ( #ord# floor ) private quiet ','wifi weak . time work well . i stay level 0 ( high floor ) . bed also soft though still confortable side . room even small usual small double bed room hotel japan . ','','',0.1625,0,0,0,0,0,0,0.1984732824427481,7.1
519,'good ','service ','room size ','','',0.65,0,0,0,0,0,0,0.5714285714285714,7.5
520,'new hotel . good location . great hot bath . small room ','good location near asakusa close ginza line . new hotel . room small . staff helpful . good thing hotel modern onsen ( hot bath ) #ord# floor . #crd# big pool , #crd# inside , #crd# outside . make difference ','room small . wardrobe . i change room #ord# #crd# couldn ? ft open window . room change problem . bar . entrance area always crowd , guest tourist . breakfast cafe next door . ','','',0.14504504504504506,0,0,0,0,0,0,1.1391304347826088,8.8
521,'exceptional ','staff lovely , friendly polite ! public bath #ord# floor super nice ! hygenic clean hotel ','toilet room quite close wall , feel bit cramped . ','','',0.25,0,0,0,0,0,0,1.6923076923076923,9.6
522,'nice , quite neighborhood good location hotel ','location ','','','',0.13548387096774195,0,0,0,0,0,0,0.0,8.3
523,'brilliant ! ','excellent location , close station . clean , friendly staff ','room standard tokyo size - little small . pillow uncomfortable ! ','','',0.39999999999999997,0,0,0,0,0,0,0.9565217391304348,9.6
524,'great ','onsen hot bath ','. would appreciate small bed daugther even 0 year old . i realise i book room #crd# bed 0 people , add option . ','','',0.4,0,0,0,0,0,0,0.09844559585492228,7.9
525,'exceptional ','location good , room small extremely clean & tidy large 0  tv . good deal around 0 usd per night ','nil ','','',0.25,0,0,0,0,0,0,32.75,9.6
526,'excellent ','great location , convenient go subway station often . close convenient store ! clean small room ','','','',0.65,0,0,0,0,0,0,0.0,8.8
527,'good ','clean , location excellent ','small bathroom , small cruiseship . small room , place store luggage . backpack fine . allow tattoo public bath . ','','',0.37142857142857144,0,0,0,0,0,0,0.23036649214659685,8.3
528,'good ','staff !! professional , helpful friendly ','air condition !! portable air condition !! ','','',0.65,0,0,0,0,0,0,0.7241379310344828,7.5
529,'i enjoy stay . ','location excellent . ','room small 0 luggage . ','','',0.15,0,0,0,0,0,0,0.6764705882352942,9.6
530,'good ','pillow soft low . ask 0 could get 0 ','','','',0.65,0,0,0,0,0,0,0.0,7.5
531,'good ','great proximity station , clean room good facility ','small room really nowhere store luggage ','','',0.65,0,0,0,0,0,0,1.2264150943396226,7.9
532,'exceptional ','location clean ','','','',0.25,0,0,0,0,0,0,0.0,9.6
533,'good ','hotel near subway asakusa area . plan visit nikko world heritage , hotel comfortable us travel narita airport visit nikko ','room small washing machine onsen area comfortable use . ','','',0.65,0,0,0,0,0,0,1.903225806451613,7.1
534,'great location , small room nt tattoo .. ','really central nice staff ! ','terrible pillow , small room mostly anoying nt use public bath tattoo ! i think say website ! i dissapointed i see notice small leaflet room ! really look forward .. ','','',0.03423423423423424,0,0,0,0,0,0,0.14901960784313725,7.1
535,'clean , small bit claustrophobic ','clean modern room . staff friendly . nice neighborhood location ','room small , window open , feel claustrophobic air dry warm . airconditioning way big small room , cold get fresh air . pillow flat hard , cause neck trouble . ','','',0.08266666666666665,0,0,0,0,0,0,0.32051282051282054,7.5
536,'perfect location base ','varied breakfast menu . ie 0 different egg choises ','','','',0.1368421052631579,0,0,0,0,0,0,0.0,7.9
537,'good ','? fs little bit small room compare last hotel i live last time ( also asakuasa area ) . ? fs acceptable since many japanese hotel size . receptionist communicate english ( almost ) ? f somehow problematic . overall ? fs nice choice stay asakusa ','','','',0.65,0,0,0,0,0,0,0.0,7.9
538,'good ','clean neat room , bed amazingly comfortable , spa nice ','staff really friendly check process feel like department store ','','',0.65,0,0,0,0,0,0,0.9285714285714286,7.9
539,'great location inflexible storage facility ','great location . convenient ','shock disappoint hotel refuse store luggage overnight even though go check next day . ended drag heavy luggage way store tokyo station 0 day weekend away ? hoku . ','','',0.02727272727272728,0,0,0,0,0,0,0.11379310344827587,7.5
540,'good ','nice open spa ','small room ','','',0.65,0,0,0,0,0,0,1.1176470588235294,7.5
541,'exceptional ','location great , quite close ueno area sightseeing , well asakusa . although room tiny , everything need plenty amenity renew day . stay long would able enjoy coin laundry onsite bath . easy find , good place stay beginning trip jet - lag . microfridge make easy keep combini food drink ready go morning , green tea instant coffee available use electric kettle ','room quite small , well design noticeable might expect . difficult eat drink hot beverage time #crd# us room , #crd# chair . us always eat sit bed . bed standard american full - size bed , fine #crd# small people like us might uncomfortable use queen bed hotel room . #crd# side open #crd# use bed #crd# crawl get bed ( get use toilet ) . little room suitcase ( fortunately travel carry - much luggage ) . also extremely small luggage rack near entryway . put suitcase floor foot bed manage okay . microwave would great , i understand omit consider small size room . ','','',0.25,0,0,0,0,0,0,0.592901878914405,9.5
542,'good ','really close metro station temple asakusa . price okay ','apa : room small convenient . ','','',0.65,0,0,0,0,0,0,1.6875,7.9
543,'good value money ','comfortable mattress pillow ( well average experience japan ','small room ( fairly customary japan probably even tokyo ) ','','',0.27692307692307694,0,0,0,0,0,0,0.927710843373494,8.3
544,'exceptional ','quick check , beautiful entrance . possibility store luggage . room well equipped clean . hotel amenity perfect , unfortunately time try bath ','pillow little hard , window could open sad #ord# floor . ','','',0.25,0,0,0,0,0,0,1.617391304347826,9.6
545,'really nice stay ! ','hotel beautiful , room bathroom really nice even tho small . staff helpful , misunderstanding help us figure i really appreciate polite kind . next door cafe really nice mom say bath great i couldn ? ft use tattoo . ','nothing maybe could smoking area outside even get smoking room ? ft open window smoke stick inside completely .. ','','',0.12307692307692308,0,0,0,0,0,0,2.1153846153846154,9.6
546,'i would go stay hotel apa general i ask stay #crd# day ','hotel self like 0 star hotel 0 star instead great staff great job put good speak japanese ','much i simply couln ` book tour minar thing nt take take tour seriously i great time learn i shoul expect next time i go ','','',0.00684931506849315,0,0,0,0,0,0,0.9774011299435028,9.6
547,'recommend ','little spa top hotel ! :) also , initially god smoking room hotel change non-smoking us without problem ( although due unavailability , follow day ) . directly subway station , walkable distance sens ? - jus even ueno ( take perhaps 0 min s bit boring walk ) . also , ( tokyo ) calm neighbourhood ','course , small room , i guess nice tokyo price pay ! ','','',0.475,0,0,0,0,0,0,5.121951219512195,8.8
548,'good ','good location , close sight asakusa easy access area metro / jr line . good selection restaurant neighbourhood ','room small room luggage . thin single pillow . ','','',0.65,0,0,0,0,0,0,2.074626865671642,7.1
549,'well situate budget hotel need place sleep ','excellent location almost top tawaramachi subway station ( ginza line ) mean easy connection ginza shibuya well short walk asakusa area senso - ji temple . good value money . taito interesting part tokyo kappabashi cooking equipment street short stroll away ','small room small people minimal luggage . cafe attach hotel pretty basic term choice - breakfast , head instead little yamazaki bakery cafe round corner ( leave hotel leave junction ) . ','','',0.025,0,0,0,0,0,0,1.3076923076923077,8.3
550,'wonderful ','love close train station without noise , nice clean room , cafe stair convenient , friendly staff , modern room ','pillow waay hard , would like option receive new towel , robe room clean everyday , room bed bit small ','','',0.7,0,0,0,0,0,0,1.0132450331125828,9.2
551,'wonderful ','#ord# stay hotel . locate #crd# metro station away famous tourist attraction asakusa temple shopping area . 0 minute walk ginza line , tawaramachi ( g18 ) station . i recommend take elevator gate ginza line , tawaramachi ( g18 ) station , asakusa direction . ginza line , tawaramachi ( g18 ) station , asakusa shibuya direction elevator . come elevator gate , turn right see hotel . cost effective buy tokyo metro 0 hour / 0hours / 0hours ticket . buy ticket narita airport terminal 0 skyliner station ueno station information counter . onsen ( japanese public hot bath ) locate 0 floor hotel . hotel provide outdoor indoor bath , shower available site . see view tokyo sky tree outdoor bath . bath site big . hair dryer , rubber band , shower cap , etc .. provided ; however , need bring towel room . get room , guest s belonging still room . staff work fast new room ready us , room bit big previous #crd# . wait #ord# floor staff go get new room key back us . slightly big room room 0 . asakusa temple tourist able rend kimonos ( japanese traditional costume ) , i recommend aiwafuku , price female / person 0 yen ( website reservation price ) . price include costumes+bag+hairstyle+hair decoration+japanese style shoe . aiwafuku #url# : / / #url# / en_plan ','. hotel s room small . i think size bathroom home . #crd# big luggage #crd# medium luggage , able open #crd# time . open , able open 0 degree straight . i think cheap price , room okay hotel s room japan small . bathroom really small , bathtub okay #crd# person take bath . check check process quite fast . staff know minimum english . sometimes hard comunicate . breakfast really bad . set menu us choose , set include bread butter , small portion salad . eat #crd# time . ','','',0.7,0,0,0,0,0,0,2.267394270122783,9.2
552,'excellent ','#ord# stay hotel . locate #crd# metro station away famous tourist attraction asakusa temple shopping area . 0 minute walk ginza line , tawaramachi ( g18 ) station . i recommend take elevator gate ginza line , tawaramachi ( g18 ) station , asakusa direction . ginza line , tawaramachi ( g18 ) station , asakusa shibuya direction elevator . come elevator gate , turn right see hotel . cost effective buy tokyo metro 0 hour / 0hours / 0hours ticket . buy ticket narita airport terminal 0 skyliner station ueno station information counter . onsen ( japanese public hot bath ) locate 0 floor hotel . hotel provide outdoor indoor bath , shower available site . see view tokyo sky tree outdoor bath . bath site big . hair dryer , rubber band , shower cap , etc .. provided ; however , need bring towel room . asakusa temple tourist able rend kimonos ( japanese traditional costume ) , i recommend aiwafuku , price female / person 0 yen ( website reservation price ) . price include costumes+bag+hairstyle+hair decoration+japanese style shoe . aiwafuku #url# : / / #url# / en_plan ','. hotel s room small . i think size bathroom home . #crd# big luggage #crd# medium luggage , able open #crd# time . open , able open 0 degree straight . i think cheap price , room okay hotel s room japan small . bathroom really small , bathtub okay #crd# person take bath . check check process quite fast . staff know minimum english . sometimes hard comunicate . check time 0 ; however , mother feel well , ask check early 0 . charge us 0yen extra per hour . check 0 hour early , charge us full 0 hour . i think make exceptional special case . breakfast really bad . set menu us choose , set include bread butter , small portion salad . eat #crd# time . ','','',0.65,0,0,0,0,0,0,1.34,8.8
553,'good ','close train station . hotel quiet comfortable . room small expect tokyo . staff helpful . go jr line catch local subway kanda station change train head tokyo station . staff help train information print cost ','','','',0.65,0,0,0,0,0,0,0.0,7.5
554,'exceptional ','location ','','','',0.25,0,0,0,0,0,0,0.0,9.6
555,'good ','public bath top really worth . s clean functionnal ','room quite small , juste size bed . altough s high much view , window tint open . staff speak english , register via screen . ','','',0.65,0,0,0,0,0,0,0.35714285714285715,7.5
556,'standard accomodation inexpensive clean well locate . ','hotel staff welcome helpful , location good - close train station , eatery shopping . ','like many hotel japan room compact small everything work well ! pillow pretty thin #crd# per person provided . ','','',0.19285714285714287,0,0,0,0,0,0,0.6666666666666666,7.1
557,'convenient location . small room . ','location good near train station . also 0 - min walk asakusa shopping district . room clean . room bit small open lugagges . give price tokyo , definitely worth money . ','hotel #crd# washer #crd# dryer public bath area ( overall 0 washer 0 dryer male female public bath area ) . difficult wash dry clothes give traveller limit time rest long day . ','','',0.08771929824561404,0,0,0,0,0,0,1.0208333333333333,7.5
558,'good ','good location ','room really small ','','',0.65,0,0,0,0,0,0,0.7777777777777778,7.5
559,'great hotel , super clean , stay ! ','hotel perfect location . 0 min walk train station 0 min walk senso - ji temple . s heap restaurant nearby . hotel staff friendly helpful , checkin / smooth easy . room average size tokyo incredibly clean comfortable . ample space double room #crd# people luggage . could borrow amenity ( like iron ) reception free charge hour per day . ','downside hotel ( i truly mean #crd# ) pillow hard flat . request extra pillow reception freely give , much type pillow . i would stay apa hotel future i would bring pillow next time . ','','',0.18064516129032257,0,0,0,0,0,0,1.5061728395061729,9.2
560,'embrace smallness ask soft pillow ! ','#ord# , could book smoking room , non-smoking sell , bot notice smell ! relieve , big thumb apa . bed comfortable , soft pillow well ( standard thin , hard #crd# much ) . everything clean , spa great , location good ( near subway great neighbourhood ) . staff helpful ! ','room small , everything need , even bathroom bathtub , reasonable price ( especially compare hotel tokyo ) . pillow uncomfortable , soft pillow available request ! ','','',0.08172043010752689,0,0,0,0,0,0,1.6153846153846154,9.6
561,'awesome hotel , definitely return ','check process awesome , s computerized . little dirt washroom bath tub area , big issue i believe water stain . otherwise everything clean . quiet location . onsen good . staff helpful check process . check process extremely easy quick ','nothing i think moment . ','','',0.09473684210526316,0,0,0,0,0,0,8.512820512820513,8.8
562,'good ','good location top tawaramachi subway station ( ginza line ) mean fast connection kanda , ginza shibuya . senso - ji temple kappabashi cooking equipment street minute walk away ','room little small lot luggage - even open big suitcase prove tricky ! ','','',0.37142857142857144,0,0,0,0,0,0,1.9339622641509433,8.3
563,'ginza access ','location ','early checkin ','','',0.0,0,0,0,0,0,0,0.5294117647058824,9.6
564,'amazing stay stay near future . would really recommend . ','hotel modern bath top floor amazing . 0 min walk near metro station . ','room small , however expect hotel tokyo small room . anyone stay , prepared tiny room . ','','',0.06379310344827586,0,0,0,0,0,0,0.7621951219512195,9.2
565,'good ','free onsen top floor amazing . even ? fs bit small , never crowded . bed super comfy . bathrobe , coffee fridge room . great bakery right next hotel , choice restaurant 0 #crd# ','room super small make work ! ? fs bit far shinjuku , 0 min #crd# transfer , ideal day trip . also bit far tokyo station . ','','',0.37142857142857144,0,0,0,0,0,0,1.3567251461988303,8.3
566,'great value money ! ','nice big hotel , bed comfortable , lot facility inside hotel , good location , #crd# minute away metro station 0 minute away big station . lot thing around . nice view room - ask high floor nice enough give us room high #crd# ','room extremely small ','','',0.1625,0,0,0,0,0,0,13.375,9.6
567,'good ','every thing good ','nice hotel ','','',0.65,0,0,0,0,0,0,1.9090909090909092,7.5
568,'good location room small twin room uncomfortable lounge relax . ','location ','room bathroom small like picture wi - fi slow , window permanently lock unable let fresh air . ','','',0.011594202898550718,0,0,0,0,0,0,0.06923076923076923,7.1
569,'wonderful ','location great ','room small ','','',0.7,0,0,0,0,0,0,0.8636363636363636,9.2
570,'good price ','staff accommodate i advise issue change room without fuss . spa wonderful unexpected price point ','. i change room i smoking floor smell overtake room . ','','',0.26,0,0,0,0,0,0,1.6777777777777778,8.3
571,'exceptional ','staff fantastic . close tokyo subway line . restaurant shopping within walk distance ','room bathroom little small , i use size room . hot spring upstairs use tattoo . ','','',0.25,0,0,0,0,0,0,0.7862068965517242,9.6
572,'nice stay perfect location ','location ( minute walk metro station ( ginza line ) ) book hotel #ord# time , #ord# time bit disappoint #ord# time great . stay #ord# floor quiet , view nice bed comfortable room clean . also time experience front desk perfect , friendly staff helpful explain area , get airport printing service . room fridge thee / coffee ','room bit small , normal tokyo / japan . #ord# floor coin laundry machine inside bathing facility , laundry see naked people go bathing , bit strange privacy . also 0 coin laundry machine provide , nice service wait lot use . also save nature , give bonus chanche bed sheet .. bonus plastic ! ( 0l water ) make sense ? ','','',0.2210526315789474,0,0,0,0,0,0,1.0057692307692307,8.8
573,'exceptional ','hotel quite nice really good location - close senso - ji temple subway station , get place need . busy day , visit also artifical onsen locate last floor , free hotel s guest ','','','',0.25,0,0,0,0,0,0,0.0,9.6
574,'excellent location , fabulous onsen ','tbe onsen fabulous , tbe location right next door metro elevator .. perfect .. cheap enjoyable tempura ramen restaurant close .. opposite 0 .. niggle ridiculously thin pillow .. japanese design , may suit .. purchase cheap pillow .. bed linen fine ','see ','','',0.275,0,0,0,0,0,0,33.5,9.2
575,'exceptional ','lovely , clean modern hotel tokyo perfect stay . s #crd# subway away tokyo main station little far would prefer , really enjoy surround area lot shop , bar temple . room quite small #crd# us much problem ','room slightly small . ','','',0.25,0,0,0,0,0,0,11.931034482758621,9.6
576,'tiny little room , nice onsen , poor breakfast ','check really easy , staff kind . close ginza line underground station , sight far hotel . onsen #ord# floor , though small really nice , especially open air part ','room extremely small #crd# people . #crd# us basically wait corridor #crd# open close suitcase . bed s soft , bend concave even weight ( 0 kg ) . breakfast poor : half piece toast either #crd# boil egg , egg spread red bean spread . herb tea green tea , even talk anything people gluten sensitivity . ','','',0.05357142857142857,0,0,0,0,0,0,0.5393258426966292,7.1
577,'good ','location next subway ','. size room . suitable single traveller small backpack . ','','',0.65,0,0,0,0,0,0,0.32432432432432434,7.5
578,'excellent ','good location , near subway station . onsen hotel ','room small . possible open #crd# luggage room . ','','',0.65,0,0,0,0,0,0,0.8529411764705882,8.8
579,'ok , stop serve breakfast ','breakfast , bad ever.one pc toast boil egg #crd# pc toast egg salad.tell hotel call breakfast.it , western japanese ','breakfast ','','',0.0125,0,0,0,0,0,0,15.6,7.0
580,'good ','perfect location asakusa neighborhood , subway doorstep . room clean , even though tiny , amenity ( laundry , bath ) nice ','pre-paid breakfast attach coffee shop worth money . plenty breakfast option neighborhood good deal good food . ','','',0.65,0,0,0,0,0,0,1.0,7.5
581,'good ','really deserve price , well locate 0 m away subway station , great service include ( pool ) . everything room look new nice make feel confortable . check / automatically ','. room little bit tiny ; staff may need improve little bit english . ','','',0.37142857142857144,0,0,0,0,0,0,2.5913978494623655,8.3
582,'small clean efficient room convenient location ','make good tiny room . roof top hot spring nice touch . room clean ','room small , s expect . rest area except stay inside tiny room . elevator quite pack rush hour . plan extra time wait elevator . ','','',0.21666666666666665,0,0,0,0,0,0,0.48148148148148145,8.3
583,'small comfy , stone throw away subway ','room small comfy , consider japan s standard room size . stone throw away tawaramachi station walk distance asakusa temple ','','','',0.005952380952380955,0,0,0,0,0,0,0.0,8.3
584,'good ','location good . step away train station ginza line well 0 - minute walk asakusa area . check check process fast easy ','wifi good . keep cut every minute frustrating . room bed small , i expect . bed springy , comfortable . pillow flat like pancake . ','','',0.65,0,0,0,0,0,0,0.8363636363636363,7.1
585,'convenience location staff friendly ','location close subway ginza - line tawaranachi station exit ','. room small man 0 meter restroom also small , book upper room type standard room ','','',0.23157894736842108,0,0,0,0,0,0,0.6097560975609756,9.6
586,'good ','room small ','','','',0.37142857142857144,0,0,0,0,0,0,0.0,8.3
587,'good bed , good price , good location ! ','bed super soft comfortable ! shower head right amount pressure feel refreshing . tip : ask extra pillow front desk need get western style #crd# s available . check - super modern , like use airport ticketing kiosk . step tokyo metro ginza line subway . great little bakery around corner kokusai dori , bakery & cafe yamazaki , well many food option . ','#crd# washing machine dryer man s woman s change room onsen , always busy . coin-op laundry around corner block north right hand side kokusai dori need . ','','',0.2785714285714286,0,0,0,0,0,0,1.8775510204081634,9.6
588,'friendly staff good location low price . ','modern hotel convenient location . staff friendly helpful . hotel clean well organize . ','room small - space even suitcase . ','','',0.17857142857142858,0,0,0,0,0,0,1.7424242424242424,8.3
589,'exceptional ','s good ','','','',0.25,0,0,0,0,0,0,0.0,9.6
590,'small , cheap , great location , friendly staff , attach coffee shop yummy . ','bed super comfy , location great , bathroom great , literally right next subway entrance either 0 minute walk 0 minute subway journey near jr station . 0 hour convenience store locate across road plenty around . coin laundry available site locate locker area public bath , although #crd# washing machine #crd# dryer per gender bath , expensive either , offer luggage storage prior check . ','room sometimes feel uncomfortably small exceed expectation give via image online . air conditioning summer fix temperature ( bit cold , even think temperature controller essentially change ) sort bounce wall blow face try sleep . pay breakfast attach restaurant get much money , i would use convenience store across street keep little stock food stay fridge also small freezer compartment . ','','',0.05646258503401361,0,0,0,0,0,0,0.8547297297297297,9.2
591,'good ','small room comfort ','','','',0.65,0,0,0,0,0,0,0.0,7.5
592,'good ','convenient location sightseeing . clean comfortable room ','touch screen base check system bit hassle use . ','','',0.65,0,0,0,0,0,0,0.9705882352941176,7.9
593,'good location tiny space . ','comfy bed clean . free wi - fi location also good . ','oh goodness room tiny . barely room #crd# suitcase feel claustrophobic location really good i love area . ','','',0.10400000000000001,0,0,0,0,0,0,0.3939393939393939,7.1
594,'good location ','location good convenience ','sub way back narita airport , elevator lift luggage ','','',0.37142857142857144,0,0,0,0,0,0,0.6333333333333333,7.9
595,'good ','public bath ','','','',0.65,0,0,0,0,0,0,0.0,7.5
596,'good ','breakfast could good ','','','',0.65,0,0,0,0,0,0,0.0,7.5
597,'good ','eco friendly cleaning option . tawaramachi sta step away . 0 minute walk asakusa shopping area . local bakery outside sell good bread ','toilet seat heated . ','','',0.37142857142857144,0,0,0,0,0,0,5.033333333333333,8.3
598,'close metro ','room clean , bed comfy . bath room decent ? f suppose asian people . small bathup japanese toilet accompany english instruction ','lil bit small look photo ? f decent 0 people ','','',0.0,0,0,0,0,0,0,2.5616438356164384,8.3
599,'clean good location hotel ','public bath jacuzzi pool relax clean hotel room bathroom bed comfortable convenient location , near metro station eatery ','twin room small , space 0 big luggage pillow flat ','','',0.3125,0,0,0,0,0,0,2.3088235294117645,8.3
600,'good value , clean accommodation good continental self service breakfast . great location . ','location hotel close termini though get shuttle taxi fiumicino . colosseum forum 0 0 min away . scenic tour bus stop termini 0 min away church santa maria di maggiore take top 0 site hop . cheap route buy bus ticket use termini repubblica 0 take way via nazionale past stop venezia , trevi , pantheon , navone towards st peters . . ption check - efficient though lack little warmth . book double us twin along corridor child late teen . everything clean . good size room though shower ensuite look little tired compact - everything function well though . towel unusual fluffy kind texture large cotton tea towel . temperature 0 0 degree stay stay high night towel work surprisingly well . air conditioning real bonus . bed look firm i quite sensitive firm bed pleasantly surprised i sleep well . kfast include good value . broadly self service continental real emphasis sweet danish , croissant cake . like cereal , muesli , yogurt fresh bread cheese ham . teenage child love nutella . stay mainly sightseeing dinner , lounge . nd room bar area sure bar . would stay family represent good value , might upgrade go friend want somewhere luxurious . currently road work go road weekday work start 0 til 0 ish could ruin relaxing break . ','block next door #crd# main entrance , tiny could take #crd# person large luggage . use stair mainly 0 st floor , could problem people mobility problem . ','','',0.21811594202898552,0,0,0,0,0,0,7.54183266932271,8.3
601,'0 thumb ! ','helpful staff . near roma termini convenient . ','flat iron ','','',0.0,0,0,0,0,0,0,4.615384615384615,7.5
602,'good ','near metro ','','','',0.37142857142857144,0,0,0,0,0,0,0.0,8.3
603,'good ','breakfast cold choises !! ','','','',0.65,0,0,0,0,0,0,0.0,7.5
