@relation Preis-Leistungs-Verhltnis

@attribute id numeric
@attribute unigram string
@attribute unigram_lemma string
@attribute bigram string
@attribute bigram_lemma string
@attribute pos_bigrams string
@attribute aspecttype {true, false}

@data
14013,'location . ','location . ','_location_. ','_location_. ','_NN_. ',false
14014,'bar man at the hotel ! ','bar man at the hotel ! ','_bar_man _man_at _at_the _the_hotel _hotel_! ','_bar_man _man_at _at_the _the_hotel _hotel_! ','_NNP_NN _NN_IN _IN_DT _DT_NN _NN_. ',false
14015,'the older guy ','the old guy ','_the_older _older_guy ','_the_old _old_guy ','_DT_JJR _JJR_NN ',false
14059,'very good . ','very good . ','_very_good _good_. ','_very_good _good_. ','_RB_JJ _JJ_. ',false
14060,'location and view was great , the room was good for the cost . ','location and view be great , the room be good for the cost . ','_location_and _and_view _view_was _was_great _great_, _,_the _the_room _room_was _was_good _good_for _for_the _the_cost _cost_. ','_location_and _and_view _view_be _be_great _great_, _,_the _the_room _room_be _be_good _good_for _for_the _the_cost _cost_. ','_NN_CC _CC_NN _NN_VBD _VBD_JJ _JJ_, _,_DT _DT_NN _NN_VBD _VBD_JJ _JJ_IN _IN_DT _DT_NN _NN_. ',true
14061,'breakfast was good , nice selection . ','breakfast be good , nice selection . ','_breakfast_was _was_good _good_, _,_nice _nice_selection _selection_. ','_breakfast_be _be_good _good_, _,_nice _nice_selection _selection_. ','_NNP_VBD _VBD_JJ _JJ_, _,_JJ _JJ_NN _NN_. ',false
14062,'the service at check in and out was fast and good . ','the service at check in and out be fast and good . ','_the_service _service_at _at_check _check_in _in_and _and_out _out_was _was_fast _fast_and _and_good _good_. ','_the_service _service_at _at_check _check_in _in_and _and_out _out_be _be_fast _fast_and _and_good _good_. ','_DT_NN _NN_IN _IN_NN _NN_IN _IN_CC _CC_WP _WP_VBD _VBD_JJ _JJ_CC _CC_JJ _JJ_. ',false
14063,'bathroom , the door did nt close either to the bathroom or shower . ','bathroom , the door do not close either to the bathroom or shower . ','_bathroom_, _,_the _the_door _door_did _did_nt _nt_close _close_either _either_to _to_the _the_bathroom _bathroom_or _or_shower _shower_. ','_bathroom_, _,_the _the_door _door_do _do_not _not_close _close_either _either_to _to_the _the_bathroom _bathroom_or _or_shower _shower_. ','_NN_, _,_DT _DT_NN _NN_VBD _VBD_RB _RB_VB _VB_RB _RB_IN _IN_DT _DT_NN _NN_CC _CC_NN _NN_. ',false
14064,'after showering there was water everywhere . ','after shower there be water everywhere . ','_after_showering _showering_there _there_was _was_water _water_everywhere _everywhere_. ','_after_shower _shower_there _there_be _be_water _water_everywhere _everywhere_. ','_IN_VBG _VBG_EX _EX_VBD _VBD_NN _NN_RB _RB_. ',false
14065,'if i had not been on my own in the room i would have hated the frosted walls bathroom ! ','if i have not be on my own in the room i would have hate the frost wall bathroom ! ','_if_i _i_had _had_not _not_been _been_on _on_my _my_own _own_in _in_the _the_room _room_i _i_would _would_have _have_hated _hated_the _the_frosted _frosted_walls _walls_bathroom _bathroom_! ','_if_i _i_have _have_not _not_be _be_on _on_my _my_own _own_in _in_the _the_room _room_i _i_would _would_have _have_hate _hate_the _the_frost _frost_wall _wall_bathroom _bathroom_! ','_IN_PRP _PRP_VBD _VBD_RB _RB_VBN _VBN_IN _IN_PRP$ _PRP$_JJ _JJ_IN _IN_DT _DT_NN _NN_PRP _PRP_MD _MD_VB _VB_VBN _VBN_DT _DT_VBN _VBN_NNS _NNS_NN _NN_. ',false
14095,'good . ','good . ','_good_. ','_good_. ','_JJ_. ',false
14096,'location . ','location . ','_location_. ','_location_. ','_NN_. ',false
14097,'the hotel is too big and reception is always crowded ','the hotel be too big and reception be always crowded ','_the_hotel _hotel_is _is_too _too_big _big_and _and_reception _reception_is _is_always _always_crowded ','_the_hotel _hotel_be _be_too _too_big _big_and _and_reception _reception_be _be_always _always_crowded ','_DT_NN _NN_VBZ _VBZ_RB _RB_JJ _JJ_CC _CC_NN _NN_VBZ _VBZ_RB _RB_JJ ',false
14124,'we stayed from 09/09/2018 to 14/09/2018 . ','we stay from 0 to 0 . ','_we_stayed _stayed_from _from_09/09/2018 _09/09/2018_to _to_14/09/2018 _14/09/2018_. ','_we_stay _stay_from _from_0 _0_to _to_0 _0_. ','_PRP_VBD _VBD_IN _IN_CD _CD_IN _IN_CD _CD_. ',false
14125,'we had no waiting time when we booked in and out , all the staff were polite and friendly , my wife and i went for half board and i must say it was a wise choice there was a good selection of food be it at breakfast and or dinner . ','we have no wait time when we book in and out , all the staff be polite and friendly , my wife and i go for half board and i must say it be a wise choice there be a good selection of food be it at breakfast and or dinner . ','_we_had _had_no _no_waiting _waiting_time _time_when _when_we _we_booked _booked_in _in_and _and_out _out_, _,_all _all_the _the_staff _staff_were _were_polite _polite_and _and_friendly _friendly_, _,_my _my_wife _wife_and _and_i _i_went _went_for _for_half _half_board _board_and _and_i _i_must _must_say _say_it _it_was _was_a _a_wise _wise_choice _choice_there _there_was _was_a _a_good _good_selection _selection_of _of_food _food_be _be_it _it_at _at_breakfast _breakfast_and _and_or _or_dinner _dinner_. ','_we_have _have_no _no_wait _wait_time _time_when _when_we _we_book _book_in _in_and _and_out _out_, _,_all _all_the _the_staff _staff_be _be_polite _polite_and _and_friendly _friendly_, _,_my _my_wife _wife_and _and_i _i_go _go_for _for_half _half_board _board_and _and_i _i_must _must_say _say_it _it_be _be_a _a_wise _wise_choice _choice_there _there_be _be_a _a_good _good_selection _selection_of _of_food _food_be _be_it _it_at _at_breakfast _breakfast_and _and_or _or_dinner _dinner_. ','_PRP_VBD _VBD_DT _DT_VBG _VBG_NN _NN_WRB _WRB_PRP _PRP_VBD _VBD_IN _IN_CC _CC_IN _IN_, _,_PDT _PDT_DT _DT_NN _NN_VBD _VBD_JJ _JJ_CC _CC_JJ _JJ_, _,_PRP$ _PRP$_NN _NN_CC _CC_PRP _PRP_VBD _VBD_IN _IN_NN _NN_NN _NN_CC _CC_PRP _PRP_MD _MD_VB _VB_PRP _PRP_VBD _VBD_DT _DT_JJ _JJ_NN _NN_EX _EX_VBD _VBD_DT _DT_JJ _JJ_NN _NN_IN _IN_NN _NN_VB _VB_PRP _PRP_IN _IN_NN _NN_CC _CC_CC _CC_NN _NN_. ',false
14126,'we asked for more pillows and they were delivered within the hour . ','we ask for more pillow and they be deliver within the hour . ','_we_asked _asked_for _for_more _more_pillows _pillows_and _and_they _they_were _were_delivered _delivered_within _within_the _the_hour _hour_. ','_we_ask _ask_for _for_more _more_pillow _pillow_and _and_they _they_be _be_deliver _deliver_within _within_the _the_hour _hour_. ','_PRP_VBD _VBD_IN _IN_JJR _JJR_NNS _NNS_CC _CC_PRP _PRP_VBD _VBD_VBN _VBN_IN _IN_DT _DT_NN _NN_. ',false
14127,'the only thing we found was the wardrobe was very small there was not enough hanging space for all our clothes ','the only thing we find be the wardrobe be very small there be not enough hanging space for all our clothes ','_the_only _only_thing _thing_we _we_found _found_was _was_the _the_wardrobe _wardrobe_was _was_very _very_small _small_there _there_was _was_not _not_enough _enough_hanging _hanging_space _space_for _for_all _all_our _our_clothes ','_the_only _only_thing _thing_we _we_find _find_be _be_the _the_wardrobe _wardrobe_be _be_very _very_small _small_there _there_be _be_not _not_enough _enough_hanging _hanging_space _space_for _for_all _all_our _our_clothes ','_DT_JJ _JJ_NN _NN_PRP _PRP_VBD _VBD_VBD _VBD_DT _DT_NN _NN_VBD _VBD_RB _RB_JJ _JJ_EX _EX_VBD _VBD_RB _RB_JJ _JJ_NN _NN_NN _NN_IN _IN_PDT _PDT_PRP$ _PRP$_NNS ',false
14186,'great location . ','great location . ','_great_location _location_. ','_great_location _location_. ','_JJ_NN _NN_. ',false
14187,'great location , comfortable room - mainly , see below . ','great location , comfortable room - mainly , see below . ','_great_location _location_, _,_comfortable _comfortable_room _room_- _-_mainly _mainly_, _,_see _see_below _below_. ','_great_location _location_, _,_comfortable _comfortable_room _room_- _-_mainly _mainly_, _,_see _see_below _below_. ','_JJ_NN _NN_, _,_JJ _JJ_NN _NN_HYPH _HYPH_RB _RB_, _,_VB _VB_RB _RB_. ',false
14188,'we had a problem with a leak coming from the room above into our bathroom late on the saturday night . ','we have a problem with a leak come from the room above into our bathroom late on the saturday night . ','_we_had _had_a _a_problem _problem_with _with_a _a_leak _leak_coming _coming_from _from_the _the_room _room_above _above_into _into_our _our_bathroom _bathroom_late _late_on _on_the _the_saturday _saturday_night _night_. ','_we_have _have_a _a_problem _problem_with _with_a _a_leak _leak_come _come_from _from_the _the_room _room_above _above_into _into_our _our_bathroom _bathroom_late _late_on _on_the _the_saturday _saturday_night _night_. ','_PRP_VBD _VBD_DT _DT_NN _NN_IN _IN_DT _DT_NN _NN_VBG _VBG_IN _IN_DT _DT_NN _NN_IN _IN_IN _IN_PRP$ _PRP$_NN _NN_JJ _JJ_IN _IN_DT _DT_NNP _NNP_NN _NN_. ',false
14189,'the woman on reception was not particularly helpful and my husband had to ask her to contact the person in the room above to make sure they were ok . ','the woman on reception be not particularly helpful and my husband have to ask her to contact the person in the room above to make sure they be ok . ','_the_woman _woman_on _on_reception _reception_was _was_not _not_particularly _particularly_helpful _helpful_and _and_my _my_husband _husband_had _had_to _to_ask _ask_her _her_to _to_contact _contact_the _the_person _person_in _in_the _the_room _room_above _above_to _to_make _make_sure _sure_they _they_were _were_ok _ok_. ','_the_woman _woman_on _on_reception _reception_be _be_not _not_particularly _particularly_helpful _helpful_and _and_my _my_husband _husband_have _have_to _to_ask _ask_her _her_to _to_contact _contact_the _the_person _person_in _in_the _the_room _room_above _above_to _to_make _make_sure _sure_they _they_be _be_ok _ok_. ','_DT_NN _NN_IN _IN_NN _NN_VBD _VBD_RB _RB_RB _RB_JJ _JJ_CC _CC_PRP$ _PRP$_NN _NN_VBD _VBD_TO _TO_VB _VB_PRP _PRP_TO _TO_VB _VB_DT _DT_NN _NN_IN _IN_DT _DT_NN _NN_RB _RB_TO _TO_VB _VB_JJ _JJ_PRP _PRP_VBD _VBD_JJ _JJ_. ',false
14190,'it turned out they had a problem with their toilet but , unbelievably for a hotel of this size , there was no maintenance personnel on site to sort the problem . ','it turn out they have a problem with their toilet but , unbelievably for a hotel of this size , there be no maintenance personnel on site to sort the problem . ','_it_turned _turned_out _out_they _they_had _had_a _a_problem _problem_with _with_their _their_toilet _toilet_but _but_, _,_unbelievably _unbelievably_for _for_a _a_hotel _hotel_of _of_this _this_size _size_, _,_there _there_was _was_no _no_maintenance _maintenance_personnel _personnel_on _on_site _site_to _to_sort _sort_the _the_problem _problem_. ','_it_turn _turn_out _out_they _they_have _have_a _a_problem _problem_with _with_their _their_toilet _toilet_but _but_, _,_unbelievably _unbelievably_for _for_a _a_hotel _hotel_of _of_this _this_size _size_, _,_there _there_be _be_no _no_maintenance _maintenance_personnel _personnel_on _on_site _site_to _to_sort _sort_the _the_problem _problem_. ','_PRP_VBD _VBD_RP _RP_PRP _PRP_VBD _VBD_DT _DT_NN _NN_IN _IN_PRP$ _PRP$_NN _NN_CC _CC_, _,_RB _RB_IN _IN_DT _DT_NN _NN_IN _IN_DT _DT_NN _NN_, _,_EX _EX_VBD _VBD_DT _DT_NN _NN_NNS _NNS_IN _IN_NN _NN_TO _TO_VB _VB_DT _DT_NN _NN_. ',false
14191,'as the hotel was fully booked our only option was to move to another hotel for the night . ','as the hotel be fully book our only option be to move to another hotel for the night . ','_as_the _the_hotel _hotel_was _was_fully _fully_booked _booked_our _our_only _only_option _option_was _was_to _to_move _move_to _to_another _another_hotel _hotel_for _for_the _the_night _night_. ','_as_the _the_hotel _hotel_be _be_fully _fully_book _book_our _our_only _only_option _option_be _be_to _to_move _move_to _to_another _another_hotel _hotel_for _for_the _the_night _night_. ','_IN_DT _DT_NN _NN_VBD _VBD_RB _RB_VBN _VBN_PRP$ _PRP$_JJ _JJ_NN _NN_VBD _VBD_TO _TO_VB _VB_IN _IN_DT _DT_NN _NN_IN _IN_DT _DT_NN _NN_. ',false
14192,'we did nt even know where this new hotel was ! ','we do not even know where this new hotel be ! ','_we_did _did_nt _nt_even _even_know _know_where _where_this _this_new _new_hotel _hotel_was _was_! ','_we_do _do_not _not_even _even_know _know_where _where_this _this_new _new_hotel _hotel_be _be_! ','_PRP_VBD _VBD_RB _RB_RB _RB_VB _VB_WRB _WRB_DT _DT_JJ _JJ_NN _NN_VBD _VBD_. ',false
14193,'because we wanted to be in alexanderplatz , the next morning we moved back to the radisson , where the receptionist was very apologetic and offered us free breakfasts to compensate us . ','because we want to be in alexanderplatz , the next morning we move back to the radisson , where the receptionist be very apologetic and offer us free breakfast to compensate us . ','_because_we _we_wanted _wanted_to _to_be _be_in _in_alexanderplatz _alexanderplatz_, _,_the _the_next _next_morning _morning_we _we_moved _moved_back _back_to _to_the _the_radisson _radisson_, _,_where _where_the _the_receptionist _receptionist_was _was_very _very_apologetic _apologetic_and _and_offered _offered_us _us_free _free_breakfasts _breakfasts_to _to_compensate _compensate_us _us_. ','_because_we _we_want _want_to _to_be _be_in _in_alexanderplatz _alexanderplatz_, _,_the _the_next _next_morning _morning_we _we_move _move_back _back_to _to_the _the_radisson _radisson_, _,_where _where_the _the_receptionist _receptionist_be _be_very _very_apologetic _apologetic_and _and_offer _offer_us _us_free _free_breakfast _breakfast_to _to_compensate _compensate_us _us_. ','_IN_PRP _PRP_VBD _VBD_TO _TO_VB _VB_IN _IN_NNP _NNP_, _,_DT _DT_JJ _JJ_NN _NN_PRP _PRP_VBD _VBD_RB _RB_IN _IN_DT _DT_NNP _NNP_, _,_WRB _WRB_DT _DT_NN _NN_VBD _VBD_RB _RB_JJ _JJ_CC _CC_VBD _VBD_PRP _PRP_JJ _JJ_NNS _NNS_TO _TO_VB _VB_PRP _PRP_. ',false
14194,'we also received complimentary wine and fruit . ','we also receive complimentary wine and fruit . ','_we_also _also_received _received_complimentary _complimentary_wine _wine_and _and_fruit _fruit_. ','_we_also _also_receive _receive_complimentary _complimentary_wine _wine_and _and_fruit _fruit_. ','_PRP_RB _RB_VBD _VBD_JJ _JJ_NN _NN_CC _CC_NN _NN_. ',false
14195,'everything turned out fine in the end but the initial reaction of the receptionist on the saturday night left a lot to be desired . ','everything turn out fine in the end but the initial reaction of the receptionist on the saturday night leave a lot to be desire . ','_everything_turned _turned_out _out_fine _fine_in _in_the _the_end _end_but _but_the _the_initial _initial_reaction _reaction_of _of_the _the_receptionist _receptionist_on _on_the _the_saturday _saturday_night _night_left _left_a _a_lot _lot_to _to_be _be_desired _desired_. ','_everything_turn _turn_out _out_fine _fine_in _in_the _the_end _end_but _but_the _the_initial _initial_reaction _reaction_of _of_the _the_receptionist _receptionist_on _on_the _the_saturday _saturday_night _night_leave _leave_a _a_lot _lot_to _to_be _be_desire _desire_. ','_NN_VBD _VBD_RP _RP_RB _RB_IN _IN_DT _DT_NN _NN_CC _CC_DT _DT_JJ _JJ_NN _NN_IN _IN_DT _DT_NN _NN_IN _IN_DT _DT_NNP _NNP_NN _NN_VBD _VBD_DT _DT_NN _NN_TO _TO_VB _VB_VBN _VBN_. ',false
14251,'probably would not stay there again . ','probably would not stay there again . ','_probably_would _would_not _not_stay _stay_there _there_again _again_. ','_probably_would _would_not _not_stay _stay_there _there_again _again_. ','_RB_MD _MD_RB _RB_VB _VB_RB _RB_RB _RB_. ',false
14252,'if there was ac it wasn?ft working . ','if there be ac it wasn?ft work . ','_if_there _there_was _was_ac _ac_it _it_wasn?ft _wasn?ft_working _working_. ','_if_there _there_be _be_ac _ac_it _it_wasn?ft _wasn?ft_work _work_. ','_IN_EX _EX_VBD _VBD_NNP _NNP_PRP _PRP_VBD _VBD_VBG _VBG_. ',false
14253,'the bed was very hard and pillows flat . ','the bed be very hard and pillow flat . ','_the_bed _bed_was _was_very _very_hard _hard_and _and_pillows _pillows_flat _flat_. ','_the_bed _bed_be _be_very _very_hard _hard_and _and_pillow _pillow_flat _flat_. ','_DT_NN _NN_VBD _VBD_RB _RB_JJ _JJ_CC _CC_NNS _NNS_JJ _JJ_. ',false
14254,'worst was that i got stuck in an elevator for close to 30 minutes . ','bad be that i get stick in an elevator for close to 0 minute . ','_worst_was _was_that _that_i _i_got _got_stuck _stuck_in _in_an _an_elevator _elevator_for _for_close _close_to _to_30 _30_minutes _minutes_. ','_bad_be _be_that _that_i _i_get _get_stick _stick_in _in_an _an_elevator _elevator_for _for_close _close_to _to_0 _0_minute _minute_. ','_JJS_VBD _VBD_IN _IN_PRP _PRP_VBD _VBD_VBN _VBN_IN _IN_DT _DT_NN _NN_IN _IN_JJ _JJ_IN _IN_CD _CD_NNS _NNS_. ',false
14255,'i could hardly breath and it was very warm ! ','i could hardly breath and it be very warm ! ','_i_could _could_hardly _hardly_breath _breath_and _and_it _it_was _was_very _very_warm _warm_! ','_i_could _could_hardly _hardly_breath _breath_and _and_it _it_be _be_very _very_warm _warm_! ','_PRP_MD _MD_RB _RB_VB _VB_CC _CC_PRP _PRP_VBD _VBD_RB _RB_JJ _JJ_. ',false
14256,'a discount on the room or free breakfast might have been a suitable reward for the inconvenience . ','a discount on the room or free breakfast might have be a suitable reward for the inconvenience . ','_a_discount _discount_on _on_the _the_room _room_or _or_free _free_breakfast _breakfast_might _might_have _have_been _been_a _a_suitable _suitable_reward _reward_for _for_the _the_inconvenience _inconvenience_. ','_a_discount _discount_on _on_the _the_room _room_or _or_free _free_breakfast _breakfast_might _might_have _have_be _be_a _a_suitable _suitable_reward _reward_for _for_the _the_inconvenience _inconvenience_. ','_DT_NN _NN_IN _IN_DT _DT_NN _NN_CC _CC_JJ _JJ_NN _NN_MD _MD_VB _VB_VBN _VBN_DT _DT_JJ _JJ_NN _NN_IN _IN_DT _DT_NN _NN_. ',false
14257,'i was offered a drink ! ','i be offer a drink ! ','_i_was _was_offered _offered_a _a_drink _drink_! ','_i_be _be_offer _offer_a _a_drink _drink_! ','_PRP_VBD _VBD_VBN _VBN_DT _DT_NN _NN_. ',false
14287,'happy positive birthday weekend for us . ','happy positive birthday weekend for us . ','_happy_positive _positive_birthday _birthday_weekend _weekend_for _for_us _us_. ','_happy_positive _positive_birthday _birthday_weekend _weekend_for _for_us _us_. ','_JJ_JJ _JJ_NN _NN_NN _NN_IN _IN_PRP _PRP_. ',false
14288,'the view was stunning , the beds comfortable and the room big enough and clean . ','the view be stunning , the bed comfortable and the room big enough and clean . ','_the_view _view_was _was_stunning _stunning_, _,_the _the_beds _beds_comfortable _comfortable_and _and_the _the_room _room_big _big_enough _enough_and _and_clean _clean_. ','_the_view _view_be _be_stunning _stunning_, _,_the _the_bed _bed_comfortable _comfortable_and _and_the _the_room _room_big _big_enough _enough_and _and_clean _clean_. ','_DT_NN _NN_VBD _VBD_JJ _JJ_, _,_DT _DT_NNS _NNS_JJ _JJ_CC _CC_DT _DT_NN _NN_JJ _JJ_RB _RB_CC _CC_JJ _JJ_. ',false
14289,'no tea / coffee tray or facilities - delivered on requesting but nothing in the room ','no tea / coffee tray or facility - deliver on request but nothing in the room ','_no_tea _tea_/ _/_coffee _coffee_tray _tray_or _or_facilities _facilities_- _-_delivered _delivered_on _on_requesting _requesting_but _but_nothing _nothing_in _in_the _the_room ','_no_tea _tea_/ _/_coffee _coffee_tray _tray_or _or_facility _facility_- _-_deliver _deliver_on _on_request _request_but _but_nothing _nothing_in _in_the _the_room ','_DT_NN _NN_SYM _SYM_NN _NN_NN _NN_CC _CC_NNS _NNS_HYPH _HYPH_VBN _VBN_IN _IN_VBG _VBG_CC _CC_NN _NN_IN _IN_DT _DT_NN ',false
14316,'it s ok . ','it s ok . ','_it_s _s_ok _ok_. ','_it_s _s_ok _ok_. ','_PRP_VBZ _VBZ_UH _UH_. ',false
14317,'the location is great , right in the heart of berlin . ','the location be great , right in the heart of berlin . ','_the_location _location_is _is_great _great_, _,_right _right_in _in_the _the_heart _heart_of _of_berlin _berlin_. ','_the_location _location_be _be_great _great_, _,_right _right_in _in_the _the_heart _heart_of _of_berlin _berlin_. ','_DT_NN _NN_VBZ _VBZ_JJ _JJ_, _,_JJ _JJ_IN _IN_DT _DT_NN _NN_IN _IN_NNP _NNP_. ',false
14318,'the hotel itself is very  basic  , nothing special . ','the hotel itself be very  basic  , nothing special . ','_the_hotel _hotel_itself _itself_is _is_very _very_ __basic _basic_ __, _,_nothing _nothing_special _special_. ','_the_hotel _hotel_itself _itself_be _be_very _very_ __basic _basic_ __, _,_nothing _nothing_special _special_. ','_DT_NN _NN_PRP _PRP_VBZ _VBZ_RB _RB_`` _``_JJ _JJ_ __, _,_NN _NN_JJ _JJ_. ',false
14319,'nothing special at all , room a little bit tight , very basic . ','nothing special at all , room a little bit tight , very basic . ','_nothing_special _special_at _at_all _all_, _,_room _room_a _a_little _little_bit _bit_tight _tight_, _,_very _very_basic _basic_. ','_nothing_special _special_at _at_all _all_, _,_room _room_a _a_little _little_bit _bit_tight _tight_, _,_very _very_basic _basic_. ','_NN_JJ _JJ_RB _RB_RB _RB_, _,_VBP _VBP_DT _DT_JJ _JJ_NN _NN_JJ _JJ_, _,_RB _RB_JJ _JJ_. ',false
14408,'alright overall . ','alright overall . ','_alright_overall _overall_. ','_alright_overall _overall_. ','_UH_JJ _JJ_. ',false
14409,'best location in town . ','good location in town . ','_best_location _location_in _in_town _town_. ','_good_location _location_in _in_town _town_. ','_JJS_NN _NN_IN _IN_NN _NN_. ',false
14410,'the staff are super nice and helpful . ','the staff be super nice and helpful . ','_the_staff _staff_are _are_super _super_nice _nice_and _and_helpful _helpful_. ','_the_staff _staff_be _be_super _super_nice _nice_and _and_helpful _helpful_. ','_DT_NN _NN_VBP _VBP_JJ _JJ_JJ _JJ_CC _CC_JJ _JJ_. ',false
14411,'make you feel special . ','make you feel special . ','_make_you _you_feel _feel_special _special_. ','_make_you _you_feel _feel_special _special_. ','_VB_PRP _PRP_VB _VB_JJ _JJ_. ',false
14412,'the location is unbelievable . ','the location be unbelievable . ','_the_location _location_is _is_unbelievable _unbelievable_. ','_the_location _location_be _be_unbelievable _unbelievable_. ','_DT_NN _NN_VBZ _VBZ_JJ _JJ_. ',false
14413,'amazing . ','amazing . ','_amazing_. ','_amazing_. ','_JJ_. ',false
14414,'the view from the room is great . ','the view from the room be great . ','_the_view _view_from _from_the _the_room _room_is _is_great _great_. ','_the_view _view_from _from_the _the_room _room_be _be_great _great_. ','_DT_NN _NN_IN _IN_DT _DT_NN _NN_VBZ _VBZ_JJ _JJ_. ',false
14415,'the room?fs door isn?ft fully sealed . ','the room?fs door isn?ft fully seal . ','_the_room?fs _room?fs_door _door_isn?ft _isn?ft_fully _fully_sealed _sealed_. ','_the_room?fs _room?fs_door _door_isn?ft _isn?ft_fully _fully_seal _seal_. ','_DT_NNS _NNS_NN _NN_NNP _NNP_RB _RB_VBN _VBN_. ',false
14416,'every times another door opens on the asle my door shook . ','every time another door open on the asle my door shake . ','_every_times _times_another _another_door _door_opens _opens_on _on_the _the_asle _asle_my _my_door _door_shook _shook_. ','_every_time _time_another _another_door _door_open _open_on _on_the _the_asle _asle_my _my_door _door_shake _shake_. ','_DT_NNS _NNS_DT _DT_NN _NN_VBZ _VBZ_IN _IN_DT _DT_NN _NN_PRP$ _PRP$_NN _NN_VBD _VBD_. ',false
14417,'leading me to think someone was coming in . ','lead me to think someone be come in . ','_leading_me _me_to _to_think _think_someone _someone_was _was_coming _coming_in _in_. ','_lead_me _me_to _to_think _think_someone _someone_be _be_come _come_in _in_. ','_VBG_PRP _PRP_TO _TO_VB _VB_NN _NN_VBD _VBD_VBG _VBG_RB _RB_. ',false
14418,'super annoying . ','super annoying . ','_super_annoying _annoying_. ','_super_annoying _annoying_. ','_NNP_JJ _JJ_. ',false
14419,'and the shower leaked water into the room . ','and the shower leak water into the room . ','_and_the _the_shower _shower_leaked _leaked_water _water_into _into_the _the_room _room_. ','_and_the _the_shower _shower_leak _leak_water _water_into _into_the _the_room _room_. ','_CC_DT _DT_NN _NN_VBD _VBD_NN _NN_IN _IN_DT _DT_NN _NN_. ',false
14420,'slippery and not nice . ','slippery and not nice . ','_slippery_and _and_not _not_nice _nice_. ','_slippery_and _and_not _not_nice _nice_. ','_NNP_CC _CC_RB _RB_JJ _JJ_. ',false
14421,'but i bet that they would have changed the room had i asked . ','but i bet that they would have change the room have i ask . ','_but_i _i_bet _bet_that _that_they _they_would _would_have _have_changed _changed_the _the_room _room_had _had_i _i_asked _asked_. ','_but_i _i_bet _bet_that _that_they _they_would _would_have _have_change _change_the _the_room _room_have _have_i _i_ask _ask_. ','_CC_PRP _PRP_VBP _VBP_IN _IN_PRP _PRP_MD _MD_VB _VB_VBN _VBN_DT _DT_NN _NN_VBD _VBD_PRP _PRP_VBN _VBN_. ',false
14422,'but i arrived too to ask tired every night . ','but i arrive too to ask tired every night . ','_but_i _i_arrived _arrived_too _too_to _to_ask _ask_tired _tired_every _every_night _night_. ','_but_i _i_arrive _arrive_too _too_to _to_ask _ask_tired _tired_every _every_night _night_. ','_CC_PRP _PRP_VBD _VBD_RB _RB_TO _TO_VB _VB_JJ _JJ_DT _DT_NN _NN_. ',false
14423,'the gym is small and there is no means to buy water there . ','the gym be small and there be no means to buy water there . ','_the_gym _gym_is _is_small _small_and _and_there _there_is _is_no _no_means _means_to _to_buy _buy_water _water_there _there_. ','_the_gym _gym_be _be_small _small_and _and_there _there_be _be_no _no_means _means_to _to_buy _buy_water _water_there _there_. ','_DT_NN _NN_VBZ _VBZ_JJ _JJ_CC _CC_EX _EX_VBZ _VBZ_DT _DT_NN _NN_TO _TO_VB _VB_NN _NN_RB _RB_. ',false
14476,'very good . ','very good . ','_very_good _good_. ','_very_good _good_. ','_RB_JJ _JJ_. ',false
14477,'hotel location and rooms view are great and you can stay in modern hotel room and enjoy euro espresso . ','hotel location and room view be great and you can stay in modern hotel room and enjoy euro espresso . ','_hotel_location _location_and _and_rooms _rooms_view _view_are _are_great _great_and _and_you _you_can _can_stay _stay_in _in_modern _modern_hotel _hotel_room _room_and _and_enjoy _enjoy_euro _euro_espresso _espresso_. ','_hotel_location _location_and _and_room _room_view _view_be _be_great _great_and _and_you _you_can _can_stay _stay_in _in_modern _modern_hotel _hotel_room _room_and _and_enjoy _enjoy_euro _euro_espresso _espresso_. ','_NNP_NNP _NNP_CC _CC_NNS _NNS_NN _NN_VBP _VBP_JJ _JJ_CC _CC_PRP _PRP_MD _MD_VB _VB_IN _IN_JJ _JJ_NN _NN_NN _NN_CC _CC_VB _VB_NN _NN_NN _NN_. ',false
14478,'internet was not very good only i had good connection near room door . ','internet be not very good only i have good connection near room door . ','_internet_was _was_not _not_very _very_good _good_only _only_i _i_had _had_good _good_connection _connection_near _near_room _room_door _door_. ','_internet_be _be_not _not_very _very_good _good_only _only_i _i_have _have_good _good_connection _connection_near _near_room _room_door _door_. ','_NN_VBD _VBD_RB _RB_RB _RB_JJ _JJ_RB _RB_PRP _PRP_VBD _VBD_JJ _JJ_NN _NN_IN _IN_NN _NN_NN _NN_. ',false
14479,'and loby is too crowded ','and loby be too crowded ','_and_loby _loby_is _is_too _too_crowded ','_and_loby _loby_be _be_too _too_crowded ','_CC_NN _NN_VBZ _VBZ_RB _RB_JJ ',false
14518,'good hotel if you get a good deal . ','good hotel if you get a good deal . ','_good_hotel _hotel_if _if_you _you_get _get_a _a_good _good_deal _deal_. ','_good_hotel _hotel_if _if_you _you_get _get_a _a_good _good_deal _deal_. ','_JJ_NN _NN_IN _IN_PRP _PRP_VBP _VBP_DT _DT_JJ _JJ_NN _NN_. ',false
